,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports
904,6095909,9429042553427,23 Sep 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6095909,6095909,,"48 Wintere Road, Papatoetoe, Auckland, 2025
, New Zealand","48 Wintere Road, Papatoetoe, Auckland, 2025
, New Zealand",March,,,,,,,,,,,
905,1111501,9429037030582,09 Feb 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1111501,1111501,,"C/- J B Lloyd Chartered Accountant, Rendall Building, 155 Maunganui Road, Mount Maunganui
, New Zealand","C/- J B Lloyd Chartered Accountant, Rendall Building, 155 Maunganui Road, Mount Maunganui
, New Zealand",,,,,,,,,,,,
906,1518217,9429035367314,01 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1518217,1518217,,"9 Hobson Avenue, Kerikeri, Kerikeri, 0230
, New Zealand","9 Hobson Avenue, Kerikeri, Kerikeri, 0230
, New Zealand",,,,,,,,,,,,
907,176271,9429040147284,13 Dec 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco176271,176271,,"Cnr Eighth Ave & Cameron Rd, Tauranga
, New Zealand",,,,,,,,,,,,,
908,6136933,9429043381074,18 Oct 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6136933,6136933,,"14 Stanley Road, Glenfield, Auckland, 0629
, New Zealand","14 Stanley Road, Glenfield, Auckland, 0629
, New Zealand",,,,,,,,,,,,
909,1235986,9429036352067,28 Aug 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1235986,1235986,,"Boi Taxation Ltd, The Meridian, 93 Kerikeri Road, Kerikeri
, New Zealand","Boi Taxation Ltd, The Meridian, 93 Kerikeri Road, Kerikeri
, New Zealand",,,,,,,,,,,,
910,137230,9429040376134,06 Oct 1965,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco137230,137230,,"10 Montreal St, Christchurch
, New Zealand",,,,,,,,,,,,,
911,1183142,9429036657957,18 Jan 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1183142,1183142,,"C/-crichton Horne & Associates Ltd, 109 Cambridge Terrace, Christchurch
, New Zealand","C/-crichton Horne & Associates Ltd, 109 Cambridge Terrace, Christchurch
, New Zealand",,,,,,,,,,,,
912,28265,9429040853239,30 Aug 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco28265,28265,,"Level 2,, 354 Lambton Quay,, Wellington
, New Zealand","Level 2,, 354 Lambton Quay,, Wellington
, New Zealand",June,,,,,,,,,,,
913,385024,9429039476401,10 May 1988,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco385024,385024,,"C/o Forsyth & Associates Ltd, Unit 5, 15 Accent Drive, East Tamaki, Auckland
, New Zealand","C/o Forsyth & Associates Ltd, Unit 5, 15 Accent Drive, East Tamaki, Auckland
, New Zealand",,,,,,,,,,,,
914,1146777,9429036855858,12 Jul 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1146777,1146777,,"C/- The Offices Of Rohan F Cooper, 1st Floor, 2 Broderick Road, Johnsonville, Wellington
, New Zealand","C/- The Offices Of Rohan F Cooper, 1st Floor, 2 Broderick Road, Johnsonville, Wellington
, New Zealand",,,,,,,,,,,,
915,3118805,9429031381970,16 Sep 2010,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3118805,3118805,,"WHITEHEAD ACCOUNTANTS LTD, 598 Main Street, Palmerston North, Palmerston North, 4410
, New Zealand","WHITEHEAD ACCOUNTANTS LTD, 598 Main Street, Palmerston North, Palmerston North, 4410
, New Zealand",,,,,,,,,,,,
916,964883,9429037558338,28 Jun 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco964883,964883,,"Ager Riley & Cocks, Level 2 167 Victoria Street, Christchurch
, New Zealand","Ager Riley & Cocks, Level 2 167 Victoria Street, Christchurch
, New Zealand",,,,,,,,,,,,
917,1053381,9429037182137,31 Jul 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1053381,1053381,,"10a Fairleigh Avenue, Mt Albert, Auckland 1025
, New Zealand","Rob Henderson & Co, 10a Fairleigh Avenue, Mt Albert, Auckland 1025
, New Zealand",,,,,,,,,,,,
918,2327407,9429031891080,24 Sep 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2327407,2327407,,"Level 2, Zephyr Building, 82 Willis St, Wellington, 0000
, New Zealand","Level 2, Zephyr Building, 82 Willis St, Wellington, 0000
, New Zealand",,,,,,,,,,,,
919,2170468,9429032571493,05 Sep 2008,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2170468,2170468,,"124 Landing Road, Kerikeri, Kerikeri, 0230
, New Zealand","124 Landing Road, Kerikeri, Kerikeri, 0230
, New Zealand",,,,,,,,,,,,
920,7967576,9429048141901,12 May 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7967576,7967576,,"24 Mulroy Place, Pinehill, Auckland, 0632
, New Zealand","24 Mulroy Place, Pinehill, Auckland, 0632
, New Zealand",,,,,,,,,,,,
921,2399909,9429031673532,23 Feb 2010,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2399909,2399909,,"109 Russell Heights Rd, Russell
, New Zealand","109 Russell Heights Rd, Russell
, New Zealand",,,,,,,,,,,,
922,3402511,9429031078597,07 Jun 2011,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3402511,3402511,,"41 Burwood Road, Burwood, Christchurch, 8083
, New Zealand","41 Burwood Road, Burwood, Christchurch, 8083
, New Zealand",,,,,,,,,,,,
923,40909,9429040751894,12 Sep 1901,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco40909,40909,,"East Tamaki Rd, Otara
, New Zealand",,,,,,,,,,,,,
924,698048,9429038413216,04 Oct 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco698048,698048,,"Pricewaterhouse Coopers, Corporate Recovery, Level 18, 66 Wyndham Street, Auckland
, New Zealand","Ascent Business Directions, Level 5, 145 Symonds Street, Auckland
, New Zealand",,,,,,,,,,,,
925,1866959,9429033860992,06 Oct 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1866959,1866959,,"4 Dairy Road, Otara, Auckland
, New Zealand","4 Dairy Road, Otara, Auckland
, New Zealand",,,,,,,,,,,,
926,6317763,9429046207043,26 Jun 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6317763,6317763,,"T W Allen, 133b Brookside Road, Rolleston, Christchurch, 7614
, New Zealand","T W Allen, 133b Brookside Road, Rolleston, Christchurch, 7614
, New Zealand",,,,,,,,,,,,
927,1258439,9429036231690,20 Nov 2002,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1258439,1258439,,"12 Beckett Lane, Raumati Beach, Paraparaumu, 5032
, New Zealand","12 Beckett Lane, Raumati Beach, Paraparaumu, 5032
, New Zealand",,,,,,,,,,,,
928,1708402,9429034496190,14 Oct 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1708402,1708402,,"C/-brophy Knight Limited, Chartered Accountants, 144 Tancred Street, Ashburton
, New Zealand","C/-brophy Knight Limited, Chartered Accountants, 144 Tancred Street, Ashburton
, New Zealand",,,,,,,,,,,,
929,7861840,9429047864146,23 Dec 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7861840,7861840,,"Azel Saralaeva, 10 Blewitt Court, Swanson, Auckland, 0614
, New Zealand","Azel Saralaeva, 10 Blewitt Court, Swanson, Auckland, 0614
, New Zealand",,,,,,,,,,,,
930,2199540,9429032435443,23 Dec 2008,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2199540,2199540,,"22 Dale Road, Rama Rama, R D 3 Drury
, New Zealand","22 Dale Road, Rama Rama, R D 3 Drury
, New Zealand",,,,,,,,,,,,
931,32076,9429040829722,11 Mar 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco32076,32076,,"Deloitte Haskins & Sells, Marac House, 105-109 The Terrace, Wellington
, New Zealand",,,,,,,,,,,,,
932,1610203,9429034894545,11 Mar 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1610203,1610203,,"14 Ralphine Way, Nelson
, New Zealand","14 Ralphine Way, Nelson
, New Zealand",,,,,,,,,,,,
933,77142,9429040606057,29 Jul 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77142,77142,,"Bulls Rd, Waiotira
, New Zealand",,,,,,,,,,,,,
934,1373221,9429035828136,08 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1373221,1373221,,"Clevedon Rd, Rd 2, Papakura
, New Zealand","Clevedon Rd, Rd 2, Papakura
, New Zealand",,,,,,,,,,,,
935,1589724,9429035017523,17 Jan 2005,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1589724,1589724,,"Hine Accountants Limited, 284 Mill Road, Otaki, Otaki, 5512
, New Zealand","Hine Accountants Limited, 284 Mill Road, Otaki, Otaki, 5512
, New Zealand",,,,,,,,,,,,
936,170826,9429040174365,22 Jun 1961,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco170826,170826,,"81 Hamlet Street, Stratford, Stratford, 4332
, New Zealand","81 Hamlet Street, Stratford, Stratford, 4332
, New Zealand",,,,,,,,,,,,
937,1933823,9429033451336,09 May 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1933823,1933823,,"16 Avon Street, Waterloo, Lower Hutt
, New Zealand","16 Avon Street, Waterloo, Lower Hutt
, New Zealand",,,,,,,,,,,,
938,8376867,9429050591190,08 Jun 2022,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8376867,8376867,,"23 Jutland Road, Manurewa, Auckland, 2102
, New Zealand","23 Jutland Road, Manurewa, Auckland, 2102
, New Zealand",,,,,,,,,,,,
939,3976119,9429030537422,28 Aug 2012,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3976119,3976119,,"Stan Calif, 9a Kawau Road, Greenlane, Auckland, 1061
, New Zealand","Stan Calif, 9a Kawau Road, Greenlane, Auckland, 1061
, New Zealand",,,,,,,,,,,,
940,1771684,9429034290606,14 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1771684,1771684,,"126 Hinau Road, Rd1, Waimauku 0881
, New Zealand","126 Hinau Road, Rd1, Waimauku 0881
, New Zealand",,,,,,,,,,,,
941,3696955,9429030835214,04 Jan 2012,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3696955,3696955,,"Alana Zivanovic, 1007a Caroline Road, Mayfair, Hastings, 4122
, New Zealand","Alana Zivanovic, 1007a Caroline Road, Mayfair, Hastings, 4122
, New Zealand",,,,,,,,,,,,
942,103775,9429040410074,24 Aug 1978,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco103775,103775,,"46 Shackleton Rd, Mt Eden, Auckland 3
, New Zealand",,,,,,,,,,,,,
943,85273,9429040553900,29 Sep 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco85273,85273,,"11 Clark Rd, Papakura
, New Zealand",,,,,,,,,,,,,
944,896848,9429037902919,26 Feb 1998,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco896848,896848,,"289 Happy Valley Road, Happy Valley, Wellington
, New Zealand","289 Happy Valley Road, Happy Valley, Wellington
, New Zealand",,,,,,,,,,,,
945,598866,9429038813696,15 Oct 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco598866,598866,,"108 Rostrever Street, Hamilton
, New Zealand","108 Rostrever Street, Hamilton
, New Zealand",,,,,,,,,,,,
946,1962541,9429033263762,02 Jul 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1962541,1962541,,"80a Neil Avenue, Te Atatu Peninsula, Auckland, 0610
, New Zealand","80a Neil Avenue, Te Atatu Peninsula, Auckland, 0610
, New Zealand",,,,,,,,,,,,
947,1145017,9429036864706,21 Jun 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1145017,1145017,,"3 Tide Close, Mt Wellington, Auckland
, New Zealand","3 Tide Close, Mt Wellington, Auckland
, New Zealand",,,,,,,,,,,,
948,6195789,9429045877971,15 Dec 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6195789,6195789,,"India Fitzgerald, 45 Garfield Avenue, Roslyn, Dunedin, 9010
, New Zealand","India Fitzgerald, 45 Garfield Avenue, Roslyn, Dunedin, 9010
, New Zealand",,,,,,,,,,,,
949,802308,9429038351679,23 Apr 1996,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco802308,802308,,"229, Okaihau, 0476
, New Zealand","229, Okaihau, 0476
, New Zealand",,,,,,,,,,,,
950,7720418,9429047675360,09 Sep 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7720418,7720418,,"Stan Calif, 9a Kawau Road, Greenlane, Auckland, 1061
, New Zealand","Stan Calif, 9a Kawau Road, Greenlane, Auckland, 1061
, New Zealand",,,,,,,,,,,,
951,1746392,9429034385029,13 Dec 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1746392,1746392,,"20 Locarno Avenue, Sandringham, Auckland, 1025
, New Zealand","20 Locarno Avenue, Sandringham, Auckland, 1025
, New Zealand",,,,,,,,,,,,
952,1306085,9429035973942,19 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1306085,1306085,,"Rear Suite, Level 1, 29 Kings Crescent, Lower Hutt
, New Zealand","Rear Suite, Level 1, 29 Kings Crescent, Lower Hutt
, New Zealand",,,,,,,,,,,,
953,94605,9429040484730,03 Jun 1975,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco94605,94605,,"25 Great South Road, Newmarket, Auckland, 1051
, New Zealand","25 Great South Road, Newmarket, Auckland, 1051
, New Zealand",December,,,,,,,,,,,
954,3019902,9429031467827,07 Jul 2010,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3019902,3019902,,"Flat 1, 26 West Fairway, Golflands, Auckland, 2013
, New Zealand","Flat 1, 26 West Fairway, Golflands, Auckland, 2013
, New Zealand",,,,,,,,,,,,
955,1832406,9429034031049,14 Jul 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1832406,1832406,,"Suite 1, 127 Collingwood Street, Hamilton Central, Hamilton, 3204
, New Zealand","Suite 1, 127 Collingwood Street, Hamilton Central, Hamilton, 3204
, New Zealand",,,,,,,,,,,,
956,1410560,9429035741305,14 Oct 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1410560,1410560,,"3/380 Thames Street, Morrinsville
, New Zealand","3/380 Thames Street, Morrinsville
, New Zealand",,,,,,,,,,,,
957,1479902,9429035557302,09 Feb 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1479902,1479902,,"18 Oxton Road, Sandringham, Auckland
, New Zealand","18 Oxton Road, Sandringham, Auckland
, New Zealand",,,,,,,,,,,,
958,6885956,9429046836083,12 Jun 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6885956,6885956,,"20 Heversham Place, Glendene, Auckland, 0602
, New Zealand","20 Heversham Place, Glendene, Auckland, 0602
, New Zealand",,,,,,,,,,,,
959,2189275,9429032486773,11 Nov 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2189275,2189275,,"Nair & Chen Chartered Accountants Ltd, 280 Great South Road, Greenlane, Auckland, 1051
, New Zealand","13 Viewland Avenue, Onehunga, Auckland
, New Zealand",,,,,,,,,,,,
960,2512031,9429031500548,09 Jun 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2512031,2512031,,"Crowe Horwath (NZ) Limited, Level 5, 56 Victoria Street, Wellington 6011, 6011
, New Zealand","Level 5, 56 Victoria Street, Wellington 6011, 6011
, New Zealand",,,,,,,,,,,,
961,602642,9429038801471,25 Aug 1993,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco602642,602642,,"19 West Fairway, Golflands, Howick, Auckland
, New Zealand","19 West Fairway, Golflands, Howick, Auckland
, New Zealand",,,,,,,,,,,,
962,95289,9429040482637,07 Aug 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco95289,95289,,"1st Floor C/o Colson, Norrie Williams & Co, 22 Anzac Avenue, Auckland
, New Zealand",,,,,,,,,,,,,
963,7972876,9429048297387,03 Jun 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7972876,7972876,,"47 Awatira Drive, Papamoa Beach, Papamoa, 3118
, New Zealand","47 Awatira Drive, Papamoa Beach, Papamoa, 3118
, New Zealand",,,,,,,,,,,,
964,5405850,9429041341186,25 Jul 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5405850,5405850,,"Moore Markhams Auckland, Floor 1, 103 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand","Moore Markhams Auckland, Floor 1, 103 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,,,,
965,1196761,9429036577224,15 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1196761,1196761,,"C/-greg Finlay & Associates Limited, Chartered Accountants, 314 Maunganui Road, Mount Maunganui 3116
, New Zealand","C/-greg Finlay & Associates Limited, Chartered Accountants, 314 Maunganui Road, Mount Maunganui 3116
, New Zealand",,,,,,,,,,,,
966,1918860,9429033545004,03 Apr 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1918860,1918860,,"2 Rayburn Avenue, Papanui, Christchurch, 8053
, New Zealand","2 Rayburn Avenue, Papanui, Christchurch, 8053
, New Zealand",,,,,,,,,,,,
967,56899,9429040700823,07 May 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco56899,56899,,"Hunua Road, R D 3, Papakura, Auckland
, New Zealand",,,,,,,,,,,,,
968,824278,9429038246876,05 Sep 1996,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco824278,824278,,"17 Foxbridge Lane, Conifer Grove, Takanini
, New Zealand","17 Foxbridge Lane, Conifer Grove, Takanini
, New Zealand",,,,,,,,,,,,
969,1572553,9429035100102,01 Nov 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1572553,1572553,,"Level 5 Old South British Building, 7 Shortland Street, Auckland, 1143
, New Zealand","Level 5 Old South British Building, 7 Shortland Street, Auckland, 1143
, New Zealand",,,,,,,,,,,,
970,5768727,9429041884744,04 Aug 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5768727,5768727,,"81 Tahapa Crescent, Meadowbank, Auckland, 1072
, New Zealand","81 Tahapa Crescent, Meadowbank, Auckland, 1072
, New Zealand",,,,,,,,,,,,
971,7750398,9429047708433,25 Sep 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7750398,7750398,,"6 Loreto Place, Hornby, Christchurch, 8042
, New Zealand","6 Loreto Place, Hornby, Christchurch, 8042
, New Zealand",,,,,,,,,,,,
972,1107580,9429037050252,24 Jan 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1107580,1107580,,"C/- Peter Blacklaws Chartered Accountant, 283 Lincoln Road, Addington, Christchurch
, New Zealand","C/- Peter Blacklaws Chartered Accountant, 283 Lincoln Road, Addington, Christchurch
, New Zealand",,,,,,,,,,,,
973,87985,9429040536095,17 Jul 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco87985,87985,,"6 Waikaukau Rd, Glen Eden
, New Zealand",,,,,,,,,,,,,
