,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,ACN Number:,FRA Reporting Month:,Reports
847,1465758,9429035634614,04 Dec 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1465758,1465758,,"34 Saralee Drive, Alfriston, Manurewa, Auckland
, New Zealand","34 Saralee Drive, Alfriston, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,
848,926125,9429037759162,11 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco926125,926125,,"Gillick & Co Limited, 84 Station Street, Napier
, New Zealand","Gillick & Co Limited, 84 Station Street, Napier
, New Zealand",,,,,,,,,,,,
849,8139257,9429048781213,09 Nov 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8139257,8139257,,"17a Stamford Park Road, Mount Roskill, Auckland, 1041
, New Zealand","17a Stamford Park Road, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,,,,,
850,111956,9429032125351,04 Aug 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco111956,111956,,"27 Weranui Road, Waiwera
, New Zealand","Weranui Rd, Waiwera
, New Zealand",,,,,,,,,,,,
851,1514421,9429035387909,25 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1514421,1514421,,"C/-middleton Holland & Associates Ltd, 27c William Pickering Drive, Albany, Auckland
, New Zealand","C/-middleton Holland & Associates Ltd, 27c William Pickering Drive, Albany, Auckland
, New Zealand",,,,,,,,,,,,
852,1427863,9429035703631,03 Nov 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1427863,1427863,,"C/- Gilligan Rowe & Associates Ltd, Level 6/135 Broadway, Newmarket, Auckland
, New Zealand","C/- Gilligan Rowe & Associates Ltd, Level 6/135 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
853,87703,9429040534619,25 Jun 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco87703,87703,,"44 Tahatai Road, Blackpool, Waiheke
, New Zealand",,,,,,,,,,,,,
854,1818412,9429034108345,16 May 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1818412,1818412,,"Bennett Currie Ltd, 484 Main Street, Palmerston North
, New Zealand","Bennett Currie Ltd, 484 Main Street, Palmerston North
, New Zealand",,,,,,,,,,,,
855,1514740,9429035385790,17 May 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1514740,1514740,,"135 Turangi Road, Rd 43, Waitara
, New Zealand","135 Turangi Road, Rd 43, Waitara
, New Zealand",,,,,,,,,,,,
856,1915358,9429033566320,01 Mar 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1915358,1915358,,"Campbell Thompson Ltd, 14 Oxford Street, Richmond, Nelson
, New Zealand","Campbell Thompson Ltd, 14 Oxford Street, Richmond, Nelson
, New Zealand",,,,,,,,,,,,
857,72409,9429040630410,29 Mar 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco72409,72409,,"42 Tane Rd, Laingholm, Auckland 7
, New Zealand",,,,,,,,,,,,,
858,2333423,9429031862301,05 Oct 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2333423,2333423,,"36a Hawkins St, Meadowbank 1072
, New Zealand","36a Hawkins St, Meadowbank 1072
, New Zealand",,,,,,,,,,,,
859,20115,9429040897226,25 Jul 1967,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco20115,20115,,"C/- A Watson, 2nd Floor, 22-24 Garrett Street, Wellington
, New Zealand","C/- A Watson, 2nd Floor, 22-24 Garrett Street, Wellington
, New Zealand",,,,,,,,,,,,
860,2223839,9429032330946,26 Mar 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2223839,2223839,,"25 Ravelston Street, Musselburgh, Dunedin
, New Zealand","25 Ravelston Street, Musselburgh, Dunedin
, New Zealand",,,,,,,,,,,,
861,1607087,9429034916001,28 Feb 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1607087,1607087,,"Unit D -12 Amera Place, East Tamaki, Auckland
, New Zealand","Unit D -12 Amera Place, East Tamaki, Auckland
, New Zealand",,,,,,,,,,,,
862,50526,9429040724096,09 Jul 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco50526,50526,,"59 Speight Rd, St Heliers, Auckland
, New Zealand",,,,,,,,,,,,,
863,110548,9429032149784,19 Feb 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco110548,110548,,"82 Grande Vue Road, Manurewa, Auckland
, New Zealand","82 Grand Vue Road, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,
864,1592094,9429035006510,13 Jan 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1592094,1592094,,"Level 6, 121 Beach Rd., Auckland
, New Zealand","Level 6, 121 Beach Rd., Auckland
, New Zealand",,,,,,,,,,,,
865,4512478,9429030166707,26 Jun 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4512478,4512478,,"655 Queen Street, Levin, Levin, 5510
, New Zealand","655 Queen Street, Levin, Levin, 5510
, New Zealand",,,,,,,,,,,,
866,1215050,9429036469864,28 May 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1215050,1215050,,"9 Veagh Place, Highland Park, Auckland
, New Zealand","9 Veagh Place, Highland Park, Auckland
, New Zealand",,,,,,,,,,,,
867,1126433,9429036954261,29 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1126433,1126433,,"C/-mccallum Petterson, Level 11, 55-65 Shortland Street, Auckland
, New Zealand","C/-mccallum Petterson, Level 11, 55-65 Shortland Street, Auckland
, New Zealand",,,,,,,,,,,,
868,1772530,9429034289761,24 Feb 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1772530,1772530,,"1017 Ohauiti Road, Rd3, Tauranga 3173
, New Zealand","1017 Ohauiti Road, Rd3, Tauranga 3173
, New Zealand",,,,,,,,,,,,
869,72547,9429040632759,18 Apr 1967,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco72547,72547,,"3rd Floor Customhouse, 50 Anzac Avenue, Auckland
, New Zealand","3rd Floor Customhouse, 50 Anzac Avenue, Auckland
, New Zealand",,,,,,,,,,,,
870,1640724,9429034736517,22 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1640724,1640724,,"Hfk Ltd, 567 Wairakei Rd, Christchurch, 8545
, New Zealand","Hfk Ltd, 567 Wairakei Rd, Christchurch, 8545
, New Zealand",,,,,,,,,,,,
871,15616,9429040919485,04 Oct 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco15616,15616,,"50 Bloomfield Terrace, Lower Hutt
, New Zealand",,,,,,,,,,,,,
872,8443361,9429050744985,03 Aug 2022,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8443361,8443361,,"Lydia Porteous, 16 Moki Place, Ruakaka, Ruakaka, 0116
, New Zealand","Lydia Porteous, 16 Moki Place, Ruakaka, Ruakaka, 0116
, New Zealand",,,,,,,,,,,,
873,33360,9429040819105,04 Apr 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco33360,33360,,"35 Taranaki St, Wellington
, New Zealand",,,,,,,,,,,,,
874,1663385,9429034657836,11 Jul 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1663385,1663385,,"23 Myres Street, Tauranga
, New Zealand","23 Myres Street, Tauranga
, New Zealand",,,,,,,,,,,,
875,5967512,9429042309000,20 Apr 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5967512,5967512,,"Flat 315, 3 Morningside Drive, Morningside, Auckland, 1025
, New Zealand","Flat 315, 3 Morningside Drive, Morningside, Auckland, 1025
, New Zealand",,,,,,,,,,,,
876,1793486,9429034221129,27 Mar 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1793486,1793486,,"23 Fernhill Terrace Wadestown, Wellington
, New Zealand","23 Fernhill Terrace Wadestown, Wellington
, New Zealand",,,,,,,,,,,,
877,188063,9429040113296,29 Jul 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco188063,188063,,"Mr Fraser, Speers Bldg, Albert St Box 1, Whitianga
, New Zealand",,,,,,,,,,,,,
878,860363,9429038070662,18 Jun 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco860363,860363,,"92 Gloucester Road, Mt Maunganui
, New Zealand","92 Gloucester Road, Mount Maunganui
, New Zealand",,,,,,,,,,,,
879,1255333,9429036249343,12 Nov 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1255333,1255333,,"C/-harts, Chartered Accountants, Level 1, 320 Ti Rakau Dr, East Tamaki, Auckland
, New Zealand","C/-harts, Chartered Accountants, Level 1, 320 Ti Rakau Dr, East Tamaki, Auckland
, New Zealand",,,,,,,,,,,,
880,5981547,9429042327257,17 May 2016,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5981547,5981547,,"Yovich Hayward Pevats Johnston, 23 Rathbone Street, Whangarei, Whangarei, 0110
, New Zealand","Yovich Hayward Pevats Johnston, 23 Rathbone Street, Whangarei, Whangarei, 0110
, New Zealand",,,,,,,,,,,,
881,48625,9429040730417,20 Dec 1950,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco48625,48625,,"23 St Heliers Bay Rd, St Heliers
, New Zealand",,,,,,,,,,,,,
882,1748402,9429034377963,14 Dec 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1748402,1748402,,"12 Floor 34 Manners St, Wellington
, New Zealand","12 Floor 34 Manners St, Wellington
, New Zealand",,,,,,,,,,,,
883,1718061,9429034462157,03 Nov 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1718061,1718061,,"5 Dunrobin Grove, Silverstream, Upper Hutt
, New Zealand","5 Dunrobin Grove, Silverstream, Upper Hutt
, New Zealand",,,,,,,,,,,,
884,1573973,9429035092667,09 Nov 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1573973,1573973,,"29 Sale St, Freemans Bay, Auckland 1010
, New Zealand","29 Sale St, Freemans Bay, Auckland 1010
, New Zealand",,,,,,,,,,,,
885,3386251,9429031097444,12 May 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3386251,3386251,,"199 West Tamaki Road, Glen Innes, Auckland, 1072
, New Zealand","199 West Tamaki Road, Glen Innes, Auckland, 1072
, New Zealand",,,,,,,,,,,,
886,78586,9429040597102,03 Mar 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco78586,78586,,"11th Floor Union Building, Quay Street, Auckland
, New Zealand",,,,,,,,,,,,,
887,1464870,9429035640479,16 Dec 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1464870,1464870,,"2 Jarvis Place, Taradale, Napier
, New Zealand","2 Jarvis Place, Taradale, Napier
, New Zealand",,,,,,,,,,,,
888,4958999,9429041099667,19 Feb 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4958999,4958999,,"3 Applecross Lane, Harewood, Christchurch, 8051
, New Zealand","3 Applecross Lane, Harewood, Christchurch, 8051
, New Zealand",,,,,,,,,,,,
889,864911,9429038049439,30 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco864911,864911,,"John Vague & Associates, Level 5 - Ddb Building, 80 Greys Avenue, Auckland
, New Zealand","John Vague & Associates, Level 5, D D B Building, 80 Greys Avenue, Auckland
, New Zealand",,,,,,,,,,,,
890,6618455,9429046523624,20 Dec 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6618455,6618455,,"16 Piermark Drive, Albany, Auckland, 0632
, New Zealand","16 Piermark Drive, Albany, Auckland, 0632
, New Zealand",,,,,,,,,,,,
891,17726,9429040909790,21 Jul 1965,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco17726,17726,,"C/o N J Baldwin, 99 Mana Esplanade, Paremata, Wellington
, New Zealand","C/o N J Baldwin, 99 Mana Esplanade, Paremata, Wellington
, New Zealand",,,,,,,,,,,,
892,1211559,9429036489565,21 May 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1211559,1211559,,"48 Town Road, Kerepehi, R D 1, Paeroa
, New Zealand","48 Town Road, Kerepehi, R D 1, Paeroa
, New Zealand",,,,,,,,,,,,
893,1534615,9429035283935,12 Jul 2004,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1534615,1534615,,"Solve Chartered Accountants Limited, 4c Sefton Street East, Timaru, Timaru, 7910
, New Zealand","Solve Chartered Accountants Limited, 4c Sefton Street East, Timaru, Timaru, 7910
, New Zealand",,,,,,,,,,,,
894,982177,9429037470425,28 Sep 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco982177,982177,,"C/-goldsmith Fox P K F, Level 1, 250 Oxford Terrace, Christchurch 8141
, New Zealand","C/-goldsmith Fox P K F, Level 1, 250 Oxford Terrace, Christchurch 8141
, New Zealand",,,,,,,,,,,,
895,62560,9429040678412,05 Feb 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco62560,62560,,"Whites Rd, Okaihau
, New Zealand",,,,,,,,,,,,,
896,1702123,9429034516959,29 Sep 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1702123,1702123,,"Findex, 173 Spey Street, Invercargill, Invercargill, 9810
, New Zealand","Findex, 173 Spey Street, Invercargill, Invercargill, 9810
, New Zealand",,,,,,,,,,,,
897,7814737,9429047793101,12 Nov 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7814737,7814737,,"GURJI ACCOUNTING & TAXATION LIMITED, 5a Kinmont Rise, East Tamaki Heights, Auckland, 2016
, New Zealand","GURJI ACCOUNTING & TAXATION LIMITED, 5a Kinmont Rise, East Tamaki Heights, Auckland, 2016
, New Zealand",,,,,,,,,,,,
898,1294576,9429036019021,24 Apr 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1294576,1294576,,"9 Henderson Street, Mornington, Dunedin
, New Zealand","629 George Street, Dunedin
, New Zealand",,,,,,,,,,,,
899,1403639,9429035756934,29 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1403639,1403639,,"26 Meadow St, Christchurch
, New Zealand","26 Meadow St, Christchurch
, New Zealand",,,,,,,,,,,,
900,39912,9429040760759,10 Dec 1982,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco39912,39912,,"Urlich Lander Limited, 21 Broderick Road, Johnsonville, Wellington, 6037
, New Zealand","Urlich Lander Limited, 21 Broderick Road, Johnsonville, Wellington, 6037
, New Zealand",,,,,,,,,,,,
901,1108902,9429037042295,15 Jan 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1108902,1108902,,"61 Edinburgh Street, Pukekohe
, New Zealand","61 Edinburgh Street, Pukekohe
, New Zealand",,,,,,,,,,,,
902,1245725,9429036295296,15 Nov 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1245725,1245725,,"Emerald Business Advisers Limited, 4 Elliot Way, Rd 6, Tauranga, 3176
, New Zealand","Emerald Business Advisers Limited, 4 Elliot Way, Rd 6, Tauranga, 3176
, New Zealand",,,,,,,,,,,,
903,1740862,9429034397343,07 Dec 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1740862,1740862,,"42 Goldie St, St Helliers
, New Zealand","42 Goldie St, St Helliers
, New Zealand",,,,,,,,,,,,
904,55116,9429040706047,29 Apr 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco55116,55116,,"3 Nui Mana Place, Te Atatu South
, New Zealand","3 Nui Mana Place, Te Atatu South
, New Zealand",,,,,,,,,,,,
905,113011,9429032110562,04 Dec 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco113011,113011,,"20 Westview Court, Howick, Auckland
, New Zealand","43 Macleans Road, Bucklands Beach, Auckland
, New Zealand",,,,,,,,,,,,
906,32990,9429040825625,24 Nov 1976,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco32990,32990,,"180a Hanson Street, Wellington
, New Zealand",,,,,,,,,,,,,
907,4541,9429040964911,22 May 1945,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4541,4541,,"1st Floor, Mcdonalds Bldg, Cnr The Sq &, Church Str, Palmerston North
, New Zealand",,,,,,,,,,,,,
908,5109621,9429041176535,04 Apr 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5109621,5109621,,"LAY ASSOCIATES LIMITED, 66 High Street, Leeston, Leeston, 7632
, New Zealand","LAY ASSOCIATES LIMITED, 66 High Street, Leeston, Leeston, 7632
, New Zealand",,,,,,,,,,,,
909,1864535,9429033875170,22 Sep 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1864535,1864535,,"312 Church Street, Penrose, Auckland
, New Zealand","312 Church Street, Auckland
, New Zealand",,,,,,,,,,,,
910,1622590,9429034826843,19 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1622590,1622590,,"C/-rodewald Hart Brown, Level 1, The Hub, 525 Cameron Road, Tauranga 3144
, New Zealand","C/-rodewald Hart Brown, Level 1, The Hub, 525 Cameron Road, Tauranga3144
, New Zealand",,,,,,,,,,,,
911,1247885,9429036282739,18 Nov 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1247885,1247885,,"8 Bond Crescent, Forrest Hill, Auckland
, New Zealand","8 Bond Crescent, Forrest Hill, Auckland
, New Zealand",,,,,,,,,,,,
912,13959,9429040925011,19 Oct 1961,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco13959,13959,,"Price Waterhouse, 11-17 Church Street, Wellington
, New Zealand",,,,,,,,,,,,,
913,149446,9429034064320,07 Nov 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco149446,149446,,"C/o Kpmg Peat Marwick, 9 Shotover St, Queenstown
, New Zealand","-
, New Zealand",,,,,,,,,,,,
914,1847032,9429033967301,25 Jul 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1847032,1847032,,"61 Kennedy Road, Napier South, Napier, 4110
, New Zealand","61 Kennedy Road, Napier South, Napier, 4110
, New Zealand",,,,,,,,,,,,
915,79800,9429040586649,07 Aug 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco79800,79800,,"Co N J Ryder, Legal Hous, Kitchener St, Auckland 1
, New Zealand",,,,,,,,,,,,,
916,94437,9429040489001,15 May 1975,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco94437,94437,,"250 Shirley Rd, Papatoetoe
, New Zealand","250 Shirley Rd, Papatoetoe
, New Zealand",,,,,,,,,,,,
917,4713599,9429030019669,16 Oct 2013,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4713599,4713599,,"239 High Street, Hawera, Hawera, 4610
, New Zealand","239 High Street, Hawera, Hawera, 4610
, New Zealand",,,,,,,,,,,,
918,2357350,9429031783125,10 Nov 2009,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2357350,2357350,,"Accountants First Ltd, 22 Prosser Street, Porirua, Porirua, 5022
, New Zealand","Accountants First Ltd, 22 Prosser Street, Porirua, Porirua, 5022
, New Zealand",,,,,,,,,,,,
