,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
900,920341,9429037789114,20 Aug 1998,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco920341,920341,,"9 Marine Drive, Days Bay, Eastbourne, Wellington
, New Zealand","9 Marine Drive, Days Bay, Eastbourne, Wellington
, New Zealand",,,,,,,,,,,,
901,61756,9429040681238,19 Jul 1961,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco61756,61756,,"Suite 7 Asda Plaza 2, Fred Thomas Drive, Takapuna, Auckland 9
, New Zealand",,,,,,,,,,,,,
902,5715548,9429041778265,27 May 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5715548,5715548,,"Level 2, 32 Manukau Rd, Epsom, Auckland, 1023
, New Zealand","Level 2, 32 Manukau Rd, Epsom, Auckland, 1023
, New Zealand",,,,,,,,,,,,
903,879851,9429037978334,16 Oct 1997,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco879851,879851,,"1-170 Fisher Parade, Pakuranga, Auckland
, New Zealand","1-170 Fisher Parade, Pakuranga, Auckland
, New Zealand",,,,,,,,,,,,
904,1222583,9429036427680,30 Jul 2002,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1222583,1222583,,"149 Vickerman Street, Port Nelson, Nelson, 7010
, New Zealand","Sealord Shellfish Limited, Vickerman Street, Nelson
, New Zealand",,,,,,,,,,,,
905,5884140,9429042174059,15 Feb 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5884140,5884140,,"66b Martin Avenue, Beckenham, Christchurch, 8023
, New Zealand","66b Martin Avenue, Beckenham, Christchurch, 8023
, New Zealand",,,,,,,,,,,,
906,1148114,9429036848652,19 Jul 2001,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1148114,1148114,,"Milne Maingay Chartered Accountants Limited, 2nd Floor, 15b Vestey Drive, Mt Wellington, Auckland, 1060
, New Zealand","Milne Maingay Chartered Accountants Ltd, 2nd Floor, 15b Vestey Drive, Mt Wellington, Auckland, 1060
, New Zealand",,,,,,,,,,,,
907,6909314,9429046870667,04 Jul 2018,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6909314,6909314,,"NAVIGATOR ACCOUNTING NZ LIMITED, 9 Dickens Street, Napier, 4110
, New Zealand","NAVIGATOR ACCOUNTING NZ LIMITED, 9 Dickens Street, Napier, 4110
, New Zealand",,,,,,,,,,,,
908,136587,9429031841726,18 Jun 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco136587,136587,,"22 Avenue Rd, Timaru
, New Zealand",,,,,,,,,,,,,
909,198312,9429040042855,29 May 1979,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco198312,198312,,"71 London Street, Hamilton.
, New Zealand",,,,,,,,,,,,,
910,4418741,9429030249325,30 Apr 2013,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4418741,4418741,,"Level 1, Chartered Accountants House, 50 Customhouse Quay, Wellington, 6011
, New Zealand","Level 1, Chartered Accountants House, 50 Customhouse Quay, Wellington, 6011
, New Zealand",,,,,,,,,,,,
911,501481,9429039127648,26 Mar 1991,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco501481,501481,,"22 Evelyn Road, Howick, Auckland
, New Zealand","22 Evelyn Road, Howick, Auckland
, New Zealand",,,,,,,,,,,,
912,76739,9429040608372,30 May 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco76739,76739,,"12 Codrington Cres, Auckland 5
, New Zealand",,,,,,,,,,,,,
913,1158727,9429036790463,28 Aug 2001,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1158727,1158727,,"Level 2, 11 Picton Avenue, Christchurch
, New Zealand","Level 2, 11 Picton Avenue, Christchurch
, New Zealand",,,,,,,,,,,,
914,125327,9429031963244,09 Sep 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco125327,125327,,"Trust Dept Pyne Gould Guiness, 19 Strathallan St, Timaru
, New Zealand",,,,,,,,,,,,,
915,2126381,9429032766578,03 Jun 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2126381,2126381,,"At The Offices Of One To One Financial, Management Limited Chartered Accountants, 338 Stafford Street, Timaru
, New Zealand","At The Offices Of One To One Financial, Management Limited Chartered Accountants, 338 Stafford Street, Timaru
, New Zealand",,,,,,,,,,,,
916,132146,9429031894722,17 Jun 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco132146,132146,,"177 Lichfield St, Christchurch
, New Zealand",,,,,,,,,,,,,
917,451820,9429039271679,17 Oct 1988,Removed,NZ Limited Company,No,Not specified,Showing 2 of 7 directors,httpsapp.companiesoffice.govt.nzco451820,451820,,"6 Mckenzie Street, National Park Township, Waimarino, Taumaranui City
, New Zealand",,,,,,,,,,,,,
918,2076693,9429032975062,11 Jan 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2076693,2076693,,"34 De Quincey Terrace, Highland Park, Auckland
, New Zealand","34 De Quincey Terrace, Highland Park, Auckland
, New Zealand",,,,,,,,,,,,
919,200252,9429040025933,28 Sep 1981,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco200252,200252,,"Matamata Hire Centre, Tainui St, Matamata
, New Zealand",,,,,,,,,,,,,
920,65553,9429040665436,13 Nov 1963,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco65553,65553,,"1st Floor, 230 Great South Road, Papatoetoe, Auckland
, New Zealand","1st Floor, 230 Great South Road, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,
921,2217637,9429032356496,12 Mar 2009,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2217637,2217637,,"168 Broadway Avenue, Palmerston North, 4414
, New Zealand","168 Broadway Avenue, Palmerston North, 4414
, New Zealand",,,,,,,,,,,,
922,2158211,9429032630749,28 Jul 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2158211,2158211,,"Sterling Accountants Limited, 128 Riccarton Road, Riccarton, Christchurch, 8041
, New Zealand","Sterling Accountants Limited, 128 Riccarton Road, Riccarton, Christchurch, 8041
, New Zealand",March,,,,,,,,,,,
923,2485375,9429031538671,14 May 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2485375,2485375,,"10 Reyland Close, Weymouth, Manukau, 2103
, New Zealand","127 Bridge Street, Tokoroa, Tokoroa, 3420
, New Zealand",,,,,,,,,,,,
924,14791,9429040923840,29 Oct 1962,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco14791,14791,,"C/o Kennedy Maher & Co, Beach Centre Plaza, 10 Seaview Road, Paraparaumu Beach
, New Zealand","C/o Kennedy Maher & Co, Beach Centre Plaza, 10 Seaview Road, Paraparaumu Beach
, New Zealand",,,,,,,,,,,,
925,1945661,9429033379067,21 May 2007,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1945661,1945661,,"K-os Accounting, 15 Fort Place, Rd 2, Lake Hawea, 9382
, New Zealand","K-os Accounting, 15 Fort Place, Rd 2, Lake Hawea, 9382
, New Zealand",,,,,,,,,,,,
926,176779,9429040145785,05 Mar 1952,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco176779,176779,,"Diprose Miller Limited, 53-61 Whitaker Street, Te Aroha, 3342
, New Zealand","53-61 Whitaker Street, Te Aroha, 3342
, New Zealand",,,,,,,,,,,,
927,5829469,9429042020653,12 Oct 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5829469,5829469,,"Double O One LTD, 68 New North Road, Eden Terrace, Auckland, 1021
, New Zealand","Double O One LTD, 68 New North Road, Eden Terrace, Auckland, 1021
, New Zealand",,,,,,,,,,,,
928,1988591,9429033113944,24 Sep 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1988591,1988591,,"Moore Markhams Auckland, Floor 1, 103 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand","Moore Markhams Auckland, Floor 1, 103 Carlton Gore Road, Newmarket, Auckland, 1023
, New Zealand",,,,,,,,,,,,
929,1179791,9429036675685,09 Jan 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1179791,1179791,,"39 Armstrong Farm Drive, East Tamaki Heights, Auckland, 2016
, New Zealand","39 Armstrong Farm Drive, East Tamaki Heights, Auckland, 2016
, New Zealand",,,,,,,,,,,,
930,1418293,9429035729624,30 Oct 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1418293,1418293,,"20 Kathy Terrace, Stanmore Bay, Auckland
, New Zealand","20 Kathy Terrace, Stanmore Bay, Auckland
, New Zealand",,,,,,,,,,,,
931,1816034,9429034117026,11 May 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1816034,1816034,,"Findex, 44 York Place, Dunedin Central, Dunedin, 9016
, New Zealand","Findex, 44 York Place, Dunedin Central, Dunedin, 9016
, New Zealand",,,,,,,,,,,,
932,19335,9429040902654,08 Nov 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco19335,19335,,"2nd Floor, Feltex House, 145 Symonds St, Auckland
, New Zealand",,,,,,,,,,,,,
933,1193750,9429036594757,18 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1193750,1193750,,"C/o Bdo Spicers, Level 8 Westpactrust Tower, 120 Albert Street, Auckland
, New Zealand","C/o Bdo Spicers, Level 8 Westpactrust Tower, 120 Albert Street, Auckland
, New Zealand",,,,,,,,,,,,
934,646656,9429038611803,07 Apr 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco646656,646656,,"162a Newlands Road, Newlands, Wellington
, New Zealand","162a Newlands Road, Newlands, Wellington
, New Zealand",,,,,,,,,,,,
935,37962,9429040776552,10 Jul 1981,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco37962,37962,,"41 Burbank Cresent, Churton Park, Wellington.
, New Zealand","41 Burbank Crescent, Churton Park, Wellington
, New Zealand",,,,,,,,,,,,
936,174829,9429040150451,24 Nov 1944,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco174829,174829,,"Murray Crossman & Partners, Marac House, 132 First Avenue, Tauranga
, New Zealand","-
, New Zealand",,,,,,,,,,,,
937,2147378,9429032675849,03 Jul 2008,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2147378,2147378,,"Moore Stephens Markhams Wellington Limited, Level 11 Sovereign House, 34-42 Manners Street, Wellington, 6011
, New Zealand","Moore Stephens Markhams Wellington Limited, Level 11 Sovereign House, 34-42 Manners Street, Wellington, 6011
, New Zealand",,,,,,,,,,,,
938,9448,9429040947631,05 Sep 1955,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco9448,9448,,"12 College Street, Wellington
, New Zealand","12 College Street, Wellington
, New Zealand",,,,,,,,,,,,
939,461744,9429039244505,26 Apr 1990,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco461744,461744,,"2/4 Hawea Road, Pt Chevalier, Auckland
, New Zealand",,,,,,,,,,,,,
940,175298,9429040149622,16 Dec 1947,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco175298,175298,,"C/- Raymond B Sharp, 96 Waioeka Road, Opotiki
, New Zealand",,,,,,,,,,,,,
941,179520,9429040139975,20 Aug 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco179520,179520,,"G Ryan & Mitchell, Duke St West Box 5, Cambridge
, New Zealand",,,,,,,,,,,,,
942,1396827,9429035771937,26 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1396827,1396827,,"Deloitte, 50 Hazeldean Road, Addington, Christchurch, 8024
, New Zealand","Deloitte, 50 Hazeldean Road, Addington, Christchurch, 8024
, New Zealand",,,,,,,,,,,,
943,8294202,9429050239481,24 Jan 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8294202,8294202,,"33b Kawaha Point Road, Fairy Springs, Rotorua, 3015
, New Zealand","33b Kawaha Point Road, Fairy Springs, Rotorua, 3015
, New Zealand",,,,,,,,,,,,
944,175684,9429040148779,01 Jul 1949,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco175684,175684,,"37-39 Canada St, Morrinsville
, New Zealand",,,,,,,,,,,,,
945,106470,9429040385921,31 Aug 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco106470,106470,,"99 Selwyn Ave, Mission Bay, Auckland
, New Zealand",,,,,,,,,,,,,
946,155838,9429040263328,11 Dec 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco155838,155838,,"Messrs Kpmg Peat Marwick, Chartered Accountants, Cambridge Place, Invercargill
, New Zealand","-
, New Zealand",,,,,,,,,,,,
947,306920,9429039728906,11 Jun 1986,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco306920,306920,,"217 Shakespeare Road, Takapuna, Auckland
, New Zealand","217 Shakespeare Road, Takapuna, Auckland
, New Zealand",,,,,,,,,,,,
948,7843,9429040954707,14 Oct 1952,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7843,7843,,"180a Hanson Street, Wellington 2
, New Zealand",,,,,,,,,,,,,
949,6016848,9429042394921,15 Jun 2016,Removed,Overseas ASIC Company,Not required,,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6016848,6016848,,,,August,,,,,,,,Australia,"Sidgreaves & Co, Suite 9, Level 2 , 225 High Street, Christchurch, 8140
, New Zealand","Darrin KERR,",001632435
950,42794,9429040749235,13 Jul 1931,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco42794,42794,,"27 Birmingham Road, East Tamaki
, New Zealand",,,,,,,,,,,,,
951,1680073,9429034598528,11 Aug 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1680073,1680073,,"26 Penny Ave, Mt Roskill, Auckland
, New Zealand","26 Penny Ave, Mt Roskill, Auckland
, New Zealand",,,,,,,,,,,,
952,5863139,9429042107569,09 Dec 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5863139,5863139,,"Nicola Roberts, 37 Rangihina Road, Hobsonville, Auckland, 0616
, New Zealand","Nicola Roberts, 37 Rangihina Road, Hobsonville, Auckland, 0616
, New Zealand",,,,,,,,,,,,
953,1041451,9429037230487,21 Jun 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1041451,1041451,,"Rm Accounting Ltd, 24 Aylsham Lane, Casebrook, Christchurch
, New Zealand","Rm Accounting Ltd, 24 Aylsham Lane, Casebrook, Christchurch
, New Zealand",,,,,,,,,,,,
954,12613,9429040931456,31 Mar 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco12613,12613,,"59 Tarawera Road, Johnsonville, Wellington
, New Zealand",,,,,,,,,,,,,
955,1548017,9429035219057,02 Sep 2004,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1548017,1548017,,"56 Wallath Road, Westown, New Plymouth, 4310
, New Zealand","56 Wallath Road, Westown, New Plymouth, 4310
, New Zealand",,,,,,,,,,,,
956,35781,9429040802138,17 Aug 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco35781,35781,,"360 Lambton Quay, Wellington
, New Zealand",,,,,,,,,,,,,
957,1764707,9429034318911,03 Feb 2006,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1764707,1764707,,"Harvie Green Wyatt, Charterered Accountants, Level 5, 229 Moray Place, Dunedin, 9016
, New Zealand","Harvie Green Wyatt, Chartered Accountants, Level 5, 229 Moray Place, Dunedin, 9016
, New Zealand",,,,,,,,,,,,
958,6113284,9429043357406,04 Oct 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6113284,6113284,,"Quality Business Solutions Ltd, 1280 Dominion Road, Mount Roskill, Auckland, 1041
, New Zealand","Quality Business Solutions Ltd, 1280 Dominion Road, Mount Roskill, Auckland, 1041
, New Zealand",,,,,,,,,,,,
959,2186041,9429032499476,31 Oct 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2186041,2186041,,"Capper Macdonald & King Limited, 87 Regan Street, Stratford, Stratford, 4332
, New Zealand","87 Regan Street, Stratford, Stratford, 4332
, New Zealand",,,,,,,,,,,,
960,129106,9429031924443,05 Apr 1966,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco129106,129106,,"C/o Ashton Wheelans & Hegan, 190 Williams St, Kaiapoi
, New Zealand","C/o Ashton Wheelans & Hegan, 190 Williams St, Kaiapoi
, New Zealand",,,,,,,,,,,,
961,36963,9429040788203,24 Sep 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco36963,36963,,"C/o N Ryder-lewis, 127 Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,,,,,
962,341021,9429039619174,22 Apr 1987,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco341021,341021,,"C/- The Official Assignee, 6th Floor,justice Dept.building, 3 Kingston Street, Auckland
, New Zealand",,,,,,,,,,,,,
963,6026314,9429042414131,04 Jul 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6026314,6026314,,"57 Gladstone Road, Gisborne, Gisborne, 4010
, New Zealand","57 Gladstone Road, Gisborne, Gisborne, 4010
, New Zealand",,,,,,,,,,,,
964,59687,9429040690100,23 May 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco59687,59687,,"C/o Toplis Fletcher & Co, Clifford Street, Kaikohe
, New Zealand",,,,,,,,,,,,,
965,8030069,9429048332583,19 Jun 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8030069,8030069,,"Nick Hutton, 15 Campbell Street, Mangapapa, Gisborne, 4010
, New Zealand","Nick Hutton, 15 Campbell Street, Mangapapa, Gisborne, 4010
, New Zealand",,,,,,,,,,,,
966,81538,9429040578057,06 May 1971,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco81538,81538,,"RSM New Zealand (Auckland), Rsm House, Level 2, 62 Highbrook Drive, East Tamaki, Auckland, 2013
, New Zealand","RSM New Zealand (Auckland), Rsm House, Level 2, 62 Highbrook Drive, East Tamaki, Auckland, 2013
, New Zealand",,,,,,,,,,,,
967,6278009,9429046111432,04 May 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6278009,6278009,,"222 Strange Road, Rd 4, Paeroa, 3674
, New Zealand","222 Strange Road, Rd 4, Paeroa, 3674
, New Zealand",,,,,,,,,,,,
968,2236053,9429032279214,28 Apr 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2236053,2236053,,"PRICE CAMPBELL & CO LTD, Gloucester Court, 250 Gloucester Street, Taradale, Napier, 4112
, New Zealand","PRICE CAMPBELL & CO LTD, Gloucester Court, 250 Gloucester Street, Taradale, Napier, 4112
, New Zealand",,,,,,,,,,,,
969,8297465,9429050258581,01 Feb 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8297465,8297465,,"Naton Bo, 69 Maupuia Road, Maupuia, Wellington, 6022
, New Zealand","Naton Bo, 69 Maupuia Road, Maupuia, Wellington, 6022
, New Zealand",,,,,,,,,,,,
970,1282992,9429036086771,23 Apr 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1282992,1282992,,"Chatfield & Co, Level 1/10 Turner Street, Auckland
, New Zealand","Chatfield & Co, Level 1/10 Turner Street, Auckland
, New Zealand",,,,,,,,,,,,
