,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ
849,3018140,9429031470278,07 Jul 2010,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3018140,3018140,,"5 Arthur Crescent, Hauraki, North Shore City, 0622
, New Zealand","5 Arthur Crescent, Hauraki, North Shore City, 0622
, New Zealand",Showing 2 of 2 directors,,,,
850,1117979,9429036997428,20 Feb 2001,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1117979,1117979,,"37 A Riverhills Ave, Pakuranga, Auckland
, New Zealand","37 A Riverhills Ave, Pakuranga, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
851,1017616,9429037353001,02 Mar 2000,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1017616,1017616,,"CooperAitken Limited, 309b Pollen Street, Thames, Thames, 3500
, New Zealand","CooperAitken Limited, 309b Pollen Street, Thames, Thames, 3500
, New Zealand",Showing 1 of 1 directors,,,,
852,108492,9429032253450,27 May 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco108492,108492,,"1st Flr, Amp Bldg, Cnr Wood & East Sts, Papakura
, New Zealand",,Showing 1 of 1 directors,,,,
853,21731,9429040891569,27 Jan 1969,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco21731,21731,,"6th Floor, Nzi House, 25-33 Victoria Street, Wellington
, New Zealand",,,,,,
854,1913907,9429033576053,23 Feb 2007,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1913907,1913907,,"3c Queensway, Three Kings, Auckland
, New Zealand","3c Queensway, Three Kings, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
855,805205,9429038337079,19 Apr 1996,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco805205,805205,,"Bdo Auckland - Chartered Accountants, Level 4, 3 Osterley Way, Manukau City
, New Zealand","Bdo Auckland - Chartered Accountants, Level 4, 3 Osterley Way, Manukau City
, New Zealand",Showing 2 of 3 directors,,,,
856,1157726,9429036796137,21 Aug 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1157726,1157726,,"6a Erewhon Tce, St Martins
, New Zealand","Unit C, 130 Montreal Street, Christchurch
, New Zealand",Showing 1 of 1 directors,,,,
857,1222327,9429036429370,03 Jul 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1222327,1222327,,"7 Redbrook Drive, R D 1, Taupiri
, New Zealand","7 Redbrook Drive, R D 1, Taupiri
, New Zealand",Showing 1 of 1 directors,,,,
858,69476,9429040647364,21 Oct 1965,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco69476,69476,,"1st Floor, 230 Great South Road, Papatoetoe, Auckland
, New Zealand","1st Floor, 230 Great South Road, Papatoetoe, Auckland
, New Zealand",Showing 2 of 4 directors,,,,
859,6230775,9429045947711,09 Feb 2017,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6230775,6230775,,"SMART TAX SOLUTIONS CHARTERED ACCOUNTANTS, Unit C, Level 1, 199 Lincoln Road, Henderson, Auckland, 0610
, New Zealand","SMART TAX SOLUTIONS CHARTERED ACCOUNTANTS, Unit C, Level 1, 199 Lincoln Road, Henderson, Auckland, 0610
, New Zealand",Showing 1 of 1 directors,,,,
860,1480711,9429035552512,11 Feb 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1480711,1480711,,"Unit 15, 5 Wakefield Street, Alicetown, Lower Hutt
, New Zealand","Unit 15, 5 Wakefield Street, Alicetown, Lower Hutt
, New Zealand",Showing 1 of 1 directors,,,,
861,103987,9429040409849,21 Sep 1978,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco103987,103987,,"Curley Rd, Silverdale
, New Zealand",,,,,,
862,144343,9429040321851,15 Feb 1909,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco144343,144343,,"C/-allied Press, 52 Stuart Street, Dunedin
, New Zealand","C/-allied Press Limited, 52 Stuart Street, Dunedin
, New Zealand",Showing 2 of 2 directors,,,,
863,1871874,9429033832890,03 Oct 2006,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1871874,1871874,,"8 Halswell Street, Wanganui, Wanganui, 4500
, New Zealand","8 Halswell Street, Wanganui, Wanganui, 4500
, New Zealand",Showing 1 of 1 directors,,,,
864,20404,9429040895000,27 Oct 1967,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco20404,20404,,"39 St Albans Avenue, Palmerston North
, New Zealand",,Showing 2 of 2 directors,,,,
865,3382756,9429031103213,11 May 2011,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3382756,3382756,,"51 Mathers Road, Hoon Hay, Christchurch, 8025
, New Zealand","51 Mathers Road, Hoon Hay, Christchurch, 8025
, New Zealand",Showing 1 of 1 directors,,,,
866,4585939,9429030105560,09 Aug 2013,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco4585939,4585939,,"ALLIOTT NZ LTD (CHARTERED ACCOUNTANTS), Level 2, 142 Broadway, Newmarket, Auckland, 1023
, New Zealand","ALLIOTT NZ LTD (CHARTERED ACCOUNTANTS), Level 2, 142 Broadway, Newmarket, Auckland, 1023
, New Zealand",Showing 2 of 2 directors,March,,,
867,667480,9429038519673,23 Jan 1995,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco667480,667480,,"C/- Brown & Associates, 1st Floor Wensley Building, 155 High Street, Motukea
, New Zealand","C/- Brown & Associates, 1st Floor Wensley Building, 155 High Street, Motueka
, New Zealand",Showing 2 of 2 directors,,,,
868,315791,9429039701923,01 Sep 1986,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco315791,315791,,"834 Westcoast Rd, Oratia
, New Zealand","834 Westcoast Rd, Oratia
, New Zealand",Showing 2 of 2 directors,,,,
869,5662368,9429041687260,01 Apr 2015,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5662368,5662368,,"Naylor Lawrence & Associates Ltd, 196 Broadway Avenue, Palmerston North, Palmerston North, 4410
, New Zealand","272 Polson Hill Drive, Rd 1, Aokautere, 4471
, New Zealand",Showing 1 of 1 directors,,,,
870,36724,9429040790343,14 Jul 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco36724,36724,,"Official Assignee, 159 Hereford Street, Christchurch
, New Zealand",,,,,,
871,5983967,9429042329978,24 May 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5983967,5983967,,"WK Strawbridge Limited, Level 1, 47 Bridge Street, Nelson, 7010
, New Zealand","Gregory Coppell, 158 Aranui Road, Mapua, Mapua, 7005
, New Zealand",Showing 1 of 1 directors,,,,
872,3792996,9429030695214,23 Apr 2012,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3792996,3792996,,"9 Vinci Court, Manurewa, Auckland, 2105
, New Zealand","9 Vinci Court, Manurewa, Auckland, 2105
, New Zealand",Showing 1 of 1 directors,,,,
873,6685415,9429046578518,01 Feb 2018,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6685415,6685415,,"Gurinder, 15 Ropere Street, Kumeu, 0810
, New Zealand","Gurinder, 15 Ropere Street, Kumeu, 0810
, New Zealand",Showing 1 of 1 directors,,,,
874,1525846,9429035330448,18 Jun 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1525846,1525846,,"9a Turnbull Place, Ohope
, New Zealand","9a Turnbull Place, Ohope, Whakatane
, New Zealand",Showing 1 of 1 directors,,,,
875,1600951,9429034949511,18 Feb 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1600951,1600951,,"Ashton Wheelans & Hegan Limited, 6 Lancaster Street, Waltham, Christchurch, 8011
, New Zealand","Ashton Wheelans & Hegan Limited, 6 Lancaster Street, Waltham, Christchurch, 8011
, New Zealand",Showing 1 of 1 directors,,,,
876,1260846,9429036217199,29 Nov 2002,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1260846,1260846,,"24a Aldersgate Road, Hillsborough, Auckland, 1042
, New Zealand","24a Aldersgate Road, Hillsborough, Auckland, 1042
, New Zealand",Showing 2 of 2 directors,,,,
877,45042,9429040743318,18 Oct 1944,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco45042,45042,,"242 Broadway, Newmarket Se1
, New Zealand","242 Broadway, Newmarket Se1
, New Zealand",Showing 2 of 2 directors,,,,
878,2945,9429040969664,17 Jul 1935,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2945,2945,,"2nd Floor, West Block Education House, 178-182 Willis Street, Wellington
, New Zealand",,,,,,
879,6828341,9429046758538,02 May 2018,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6828341,6828341,,"228 Dominion Road, Mount Eden, Auckland, 1024
, New Zealand","228 Dominion Road, Mount Eden, Auckland, 1024
, New Zealand",Showing 1 of 1 directors,,,,
880,17089,9429040914701,09 Feb 1965,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco17089,17089,,"7 Aotaki Street, Otaki
, New Zealand","7 Aotaki Street, Otaki
, New Zealand",Showing 2 of 2 directors,,,,
881,3663932,9429030877535,21 Nov 2011,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco3663932,3663932,,"33 Hookway Grove, Paraparaumu, Paraparaumu, 5032
, New Zealand","33 Hookway Grove, Paraparaumu, Paraparaumu, 5032
, New Zealand",Showing 2 of 2 directors,,,,
882,6091867,9429042533573,29 Aug 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6091867,6091867,,"F K CAMERON LIMITED, 2806 State Highway 35, Hawai, Opotiki, 3199
, New Zealand","F K CAMERON LIMITED, 2806 State Highway 35, Hawai, Opotiki, 3199
, New Zealand",Showing 1 of 1 directors,,,,
883,159718,9429040241289,22 Aug 1952,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco159718,159718,,"Cnr Earle And Bath Streets, Parnell, Auckland
, New Zealand","Cnr Earle And Bath Streets, Parnell, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
884,1496016,9429031820929,23 Mar 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1496016,1496016,,"2/22 Amberley Ave, Te Atatu South, Waitakere City
, New Zealand","2/22 Amberley Ave, Te Atatu South, Waitakere City
, New Zealand",Showing 2 of 2 directors,,,,
885,1298553,9429036002603,15 May 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1298553,1298553,,"1-231 Don Buck Rd, Massey, Auckland
, New Zealand","1-231 Don Buck Rd, Massey, Auckland
, New Zealand",Showing 1 of 1 directors,,,,
886,602321,9429038801464,23 Sep 1993,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco602321,602321,,"Elevate CA Limited, Level 4, 35 Robert Street, Whangarei, 0110
, New Zealand","Elevate CA Limited, Level 4, 35 Robert Street, Whangarei, 0110
, New Zealand",Showing 1 of 1 directors,,,,
887,1868885,9429033851075,03 Oct 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1868885,1868885,,"1 Princes Street, Paeroa, 3600
, New Zealand","1 Princes Street, Paeroa, 3600
, New Zealand",Showing 2 of 2 directors,,,,
888,948457,9429037645991,01 Mar 1999,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco948457,948457,,"Level 2, 116 Harris Road, East Tamaki
, New Zealand","Level 2, 116 Harris Road, East Tamaki
, New Zealand",Showing 1 of 1 directors,,,,
889,98011,9429040458168,18 May 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco98011,98011,,"91 Waller Avenue, Bucklands Beach
, New Zealand","91 Waller Avenue, Bucklands Beach
, New Zealand",Showing 2 of 2 directors,,,,
890,108374,9429032251579,13 May 1980,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco108374,108374,,"14 Penguin Street, Leigh
, New Zealand","14 Penguin Street, Leigh
, New Zealand",Showing 1 of 1 directors,,,,
891,45070,9429040741833,29 Nov 1944,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco45070,45070,,"C/o Markham & Partners, A N Z Bldg, Cnr, Queen & Victoria St Box 2634, Auckland 1
, New Zealand",,,,,,
892,2095732,9429032904321,15 Feb 2008,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco2095732,2095732,,"Coombe Smith Rangitikei Ltd, 6 Hair Street, Marton, Marton, 4710
, New Zealand","Coombe Smith Rangitikei Ltd, 6 Hair Street, Marton, Marton, 4710
, New Zealand",Showing 1 of 1 directors,,,,
893,8484651,9429050859153,23 Sep 2022,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco8484651,8484651,,"45 Eveleyn Couzins Avenue, Christchurch, 8013
, New Zealand","45 Eveleyn Couzins Avenue, Christchurch, 8013
, New Zealand",Showing 1 of 1 directors,,,,
894,276206,9429039833419,12 Jul 1985,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco276206,276206,,"Quay Accountants Limited, 106 Commerce Street, Whakatane
, New Zealand","Quay Accountants Limited, 106 Commerce Street, Whakatane
, New Zealand",Showing 2 of 2 directors,,,,
895,6110590,9429043331659,19 Sep 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6110590,6110590,,"Alexander Cooper, 18a Regia Close, Half Moon Bay, Auckland, 2012
, New Zealand","Alexander Cooper, 18a Regia Close, Half Moon Bay, Auckland, 2012
, New Zealand",Showing 1 of 1 directors,,,,
896,176371,9429040146959,21 Mar 1951,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco176371,176371,,"Co Rex Needham & Co, 21 Vialou St Box 804 Hamilton
, New Zealand",,,,,,
897,98699,9429040457161,05 Aug 1976,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco98699,98699,,"387-391 Great North Rd, Henderson
, New Zealand",,,,,,
898,1389495,9429035790426,03 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1389495,1389495,,"TFS Chartered Accountants, 214 Main Road, Tawa, Wellington, 5028
, New Zealand","214 Main Road, Tawa, Wellington, 5028
, New Zealand",Showing 2 of 2 directors,,,,
899,1712853,9429034483046,13 Oct 2005,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1712853,1712853,,"F Williams, 92 Avondale Road, Avondale, Christchurch, 8061
, New Zealand","David Ward Chartered Accountant Limited, 58a Langdons Road, Papanui, Christchurch, 8053
, New Zealand",Showing 2 of 2 directors,,,,
900,1184638,9429036648535,18 Jan 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1184638,1184638,,"Stoney Creek Road, R D 10, Palmerston North
, New Zealand","Stoney Creek Road, R D 10, Palmerston North
, New Zealand",Showing 1 of 1 directors,,,,
901,3685960,9429030850811,14 Dec 2011,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco3685960,3685960,,"WHITELAW WEBER LIMITED, 10 Fairway Drive, Kerikeri, Kerikeri, 0230
, New Zealand","WHITELAW WEBER LIMITED, 10 Fairway Drive, Kerikeri, Kerikeri, 0230
, New Zealand",Showing 1 of 1 directors,,,,
902,160813,9429040235165,16 Feb 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco160813,160813,,"C/o Esam Cushing & Co, 120n Karamu Rd Box 941, Hastings
, New Zealand",,,,,,
903,5157961,9429041202616,23 Apr 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5157961,5157961,,"499 B Avonhead Road, Avonhead, Christchurch, 8042
, New Zealand","499 B Avonhead Road, Avonhead, Christchurch, 8042
, New Zealand",Showing 1 of 1 directors,,,,
904,908023,9429037846244,05 Jun 1998,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco908023,908023,,"716 Highgate, Maori Hill, Dunedin, 9010
, New Zealand","716 Highgate, Maori Hill, Dunedin, 9010
, New Zealand",Showing 2 of 2 directors,,,,
905,1467236,9429035626732,11 Dec 2003,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1467236,1467236,,"59 Market Street, Blenheim
, New Zealand","59 Market Street, Blenheim
, New Zealand",Showing 2 of 3 directors,,,,
906,67852,9429040654096,27 Jan 1965,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco67852,67852,,"100 Bush Road, Albany, Auckland
, New Zealand","100 Bush Road, Albany, Auckland
, New Zealand",Showing 2 of 2 directors,,,,
907,59633,9429040690568,12 May 1960,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco59633,59633,,"Government Life Hse, Edsel St, Henderson, Auckland
, New Zealand",,,,,,
908,864580,9429038051623,12 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco864580,864580,,"9th Floor, Custom House, 50 Anzac Ave, Auckland
, New Zealand","9th Floor, Custom House, 50 Anzac Ave, Auckland
, New Zealand",Showing 2 of 2 directors,June,,,
909,1174858,9429036700714,27 Nov 2001,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1174858,1174858,,"C/-deloitte Level 11-16 Deloitte House, 10 Brandon Street, Wellington
, New Zealand","C/-deloitte Level 11-16 Deloitte House, 10 Brandon Street, Wellington
, New Zealand",Showing 1 of 1 directors,,,,
910,840168,9429038172687,23 Dec 1996,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco840168,840168,,"Bennett Currie Limited, Chartered Accountants, 484 Main Street, Palmerston Road
, New Zealand","Bennett Currie Limited, Chartered Accountants, 484 Main Street, Palmerston North
, New Zealand",Showing 2 of 2 directors,,,,
911,2121422,9429032784671,05 May 2008,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2121422,2121422,,"71 Ellis Street, Brightwater, Brightwater, 7022
, New Zealand","71 Ellis Street, Brightwater, Brightwater, 7022
, New Zealand",Showing 1 of 1 directors,,,,
912,1238229,9429036338498,16 Sep 2002,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1238229,1238229,,"604 Port Road, Whangamata
, New Zealand","604 Port Road, Whangamata
, New Zealand",Showing 2 of 2 directors,,,,
913,3778089,9429030710917,11 Apr 2012,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3778089,3778089,,"Unit 9, 22a Kalmia Street, Ellerslie, Auckland, 1051
, New Zealand","Unit 9, 22a Kalmia Street, Ellerslie, Auckland, 1051
, New Zealand",Showing 1 of 1 directors,,,,
914,7229113,9429047235168,23 Jan 2019,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco7229113,7229113,,"SPICER ACCOUNTING LTD, 30 Queen Street West, Levin, Levin, 5510
, New Zealand","SPICER ACCOUNTING LTD, 30 Queen Street West, Levin, Levin, 5510
, New Zealand",Showing 1 of 1 directors,,,,
915,1804493,9429034173251,19 Apr 2006,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1804493,1804493,,"Garth Brinsley, Flat 3, 16 Charles Street, Westshore, Napier, 4110
, New Zealand","Garth Brinsley, Flat 3, 16 Charles Street, Westshore, Napier, 4110
, New Zealand",Showing 2 of 2 directors,,,,
916,64211,9429040672182,06 Feb 1963,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco64211,64211,,"First Floor, 3 Broadway, Newmarket, Auckland
, New Zealand",,,,,,
917,2125165,9429032768831,30 Apr 2008,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco2125165,2125165,,"Whk South, 173 Spey Street, Invercargill, 9810
, New Zealand","Whk South, 173 Spey Street, Invercargill, 9810
, New Zealand",Showing 1 of 1 directors,,,,
918,16462,9429040914091,22 Jul 1964,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco16462,16462,,"C/o Mason King & Partners, Level 3, 99 Boulcott Street, Wellington
, New Zealand",,,,,,
