,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
880,2378036,9429031725897,03 Feb 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2378036,2378036,,"293 Lincoln Road, Waitakere City, Auckland
, New Zealand","293 Lincoln Road, Waitakere City, Auckland
, New Zealand",,,,,,,,,,,,
881,92567,9429040501741,24 Sep 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco92567,92567,,"C/o Eaves & Gilling, 1st Flr Orewa Village, Main Highway, Orewa
, New Zealand",,,,,,,,,,,,,
882,75961,9429040611402,07 Feb 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco75961,75961,,"48 Victoria St, Warkworth
, New Zealand",,,,,,,,,,,,,
883,616523,9429038744884,24 Dec 1993,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco616523,616523,,"Level 6, District Court Building, 3 Kingston St, Auckland
, New Zealand","Level 6, District Court Building, 3 Kingston St, Auckland
, New Zealand",,,,,,,,,,,,
884,2226047,9429032319705,03 Apr 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2226047,2226047,,"Ms G L Mcintosh, 277 Spur Rd, Rd 5 Timaru, 7975
, New Zealand","Ms G L Mcintosh, 277 Spur Rd, Rd 5 Timaru, 7975
, New Zealand",,,,,,,,,,,,
885,199088,9429040039299,16 Jun 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco199088,199088,,"120 11th Avenue, Tauranga
, New Zealand",,,,,,,,,,,,,
886,172187,9429040167817,21 Nov 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco172187,172187,,"7 Liardet St, New Plymouth
, New Zealand",,,,,,,,,,,,,
887,196591,9429040062273,17 Nov 1976,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco196591,196591,,"134 Valley Road, Kawerau
, New Zealand","134 Valley Road, Kawerau
, New Zealand",,,,,,,,,,,,
888,167152,9429040193076,21 Jul 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco167152,167152,,"41 Muritai St, Tahunanui Nelson
, New Zealand",,,,,,,,,,,,,
889,8126689,9429048655583,21 Sep 2020,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8126689,8126689,,"319 Rotokauri Road, Rd 9, Hamilton, 3289
, New Zealand","319 Rotokauri Road, Rd 9, Hamilton, 3289
, New Zealand",,,,,,,,,,,,
890,6617193,9429046522757,20 Dec 2017,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6617193,6617193,,"Wenbo, 1 Syracuse Place, Albany, Auckland, 0632
, New Zealand","Wenbo, 1 Syracuse Place, Albany, Auckland, 0632
, New Zealand",,,,,,,,,,,,
891,626581,9429038702280,30 Aug 1993,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco626581,626581,,"S R Ottmann, 431 Ashley Road, Summerhill, Rd 1 Rangiora, 7471
, New Zealand","S R Ottmann, 431 Ashley Road, Summerhill, Rd 1 Rangiora, 7471
, New Zealand",,,,,,,,,,,,
892,139817,9429040353746,13 Aug 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco139817,139817,,"76 Hereford St, Christchurch
, New Zealand",,,,,,,,,,,,,
893,14578,9429040923819,08 Aug 1962,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco14578,14578,,"Hamid & Mchutchon Ltd, Chartered Accountants, 659 Queen Street, Levin
, New Zealand","659 Queen Street, Levin
, New Zealand",,,,,,,,,,,,
894,2162584,9429032610659,19 Aug 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2162584,2162584,,"Markhams Christchurch Limited, Level Five, 144 Kilmore Street, Christchurch
, New Zealand","Markhams Christchurch Limited, Level Five, 144 Kilmore Street, Christchurch
, New Zealand",,,,,,,,,,,,
895,1800302,9429034181317,11 Apr 2006,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1800302,1800302,,"Amy Kerr and Associates Ltd, 38 Bannister Street, Masterton, Masterton, 5810
, New Zealand","9429042219170, 38 Bannister Street, Masterton, Masterton, 5810
, New Zealand",,,,,,,,,,,,
896,561844,9429038932625,10 Sep 1992,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco561844,561844,,"CooperAitken Limited, 42 Moorhouse Street, Morrinsville, Morrinsville, 3300
, New Zealand","CooperAitken Limited, 42 Moorhouse Street, Morrinsville, Morrinsville, 3300
, New Zealand",,,,,,,,,,,,
897,6051,9429040958385,21 Mar 1949,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco6051,6051,,"10 Seaview Road, Paraparaumu Beach
, New Zealand",,,,,,,,,,,,,
898,5995067,9429042344834,11 May 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5995067,5995067,,"PETER BRAKE & ASSOCIATES, 105a State Highway 1, Awanui, 0451
, New Zealand","Otere Halkyard, 12 Waimanoni Road, Rd 1, Awanui, 0486
, New Zealand",,,,,,,,,,,,
899,156472,9429040258584,23 May 1968,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco156472,156472,,"Ernst & Whinney, Chartered Accountants, 143 Main Street, Gore
, New Zealand","-
, New Zealand",,,,,,,,,,,,
900,1959528,9429033287812,03 Jul 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1959528,1959528,,"Sidekick Tasman Limited, Level 1, 19-21 Maxwell Road, Blenheim, 7201
, New Zealand","Sidekick Tasman Limited, Level 1, 19-21 Maxwell Road, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
901,2395776,9429031684064,03 Feb 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2395776,2395776,,"75 Mandival Ave, Flat Bush, Manukau, 2016
, New Zealand","75 Mandival Ave, Flat Bush, Manukau, 2016
, New Zealand",,,,,,,,,,,,
902,6079982,9429042505471,10 Aug 2016,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6079982,6079982,,"Lay Dodd Partners Limited, 3 Owens Road, Epsom, Auckland, 1023
, New Zealand","Lay Dodd Partners Limited, 3 Owens Road, Epsom, Auckland, 1023
, New Zealand",,,,,,,,,,,,
903,65986,9429040664927,26 Feb 1964,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco65986,65986,,"Porowini Ave, Whangarei
, New Zealand","Porowini Ave, Whangarei
, New Zealand",,,,,,,,,,,,
904,2179956,9429032526943,06 Nov 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2179956,2179956,,"38 Bank Street, Morrinsville
, New Zealand","38bank Street, Morrinsville
, New Zealand",,,,,,,,,,,,
905,90194,9429040520629,15 Feb 1974,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco90194,90194,,"16 Elliott St, Papakura, Auckland
, New Zealand","16 Elliott St, Papakura, Auckland
, New Zealand",,,,,,,,,,,,
906,91281,9429040514147,29 May 1974,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco91281,91281,,"50 Waterfront Road, Houhora, R D 4, Kaitaia, 0484
, New Zealand","50 Waterfront Road, Houhora, R D 4, Kaitaia, 0484
, New Zealand",,,,,,,,,,,,
907,821057,9429038261282,09 Aug 1996,Removed,Overseas NonASIC Company,No,,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco821057,821057,,,,,,,,,,,,Canada,"Level 2, 21 Pitt Street, Auckland 1
,","Care OF, Level 2, 21 Pitt Street, Auckland 1
, New Zealand",
908,8129063,9429048680509,30 Sep 2020,Removed,NZ Unlimited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8129063,8129063,,"3 Pinto Road, Pukekohe, Pukekohe, 2120
, New Zealand","3 Pinto Road, Pukekohe, Pukekohe, 2120
, New Zealand",,,,,,,,,,,,
909,1466,9429040972725,09 Jun 1924,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1466,1466,,"Level 8, 23 Customs Street East, Auckland
, New Zealand",,,,,,,,,,,,,
910,1868266,9429033852423,22 Sep 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1868266,1868266,,"97 Freeburn Road, Pyes Pa, Tauranga, 3112
, New Zealand","97 Freeburn Road, Pyes Pa, Tauranga, 3112
, New Zealand",,,,,,,,,,,,
911,1119769,9429036988549,08 Mar 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1119769,1119769,,"16 Selwyn Tce, Thorndon, Wellington, Nz
, New Zealand","16 Selwyn Tce, Thorndon, Wellington, Nz
, New Zealand",,,,,,,,,,,,
912,1200844,9429036553198,10 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1200844,1200844,,"Weston & Associates, Meadowbank Shopping, Centre, Level 1, 35 St Johns Rd, Meadowbank, Auckland
, New Zealand","Weston & Associates, Meadowbank Shopping, Centre, Level 1, 35 St Johns Rd, Meadowbank, Auckland
, New Zealand",,,,,,,,,,,,
913,122514,9429031987349,16 Dec 1946,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco122514,122514,,"236 Armagh Street, Christchurch
, New Zealand",,,,,,,,,,,,,
914,1503415,9429035446743,06 May 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1503415,1503415,,"19 Rust Avenue, Whangarei, 0110
, New Zealand","19 Rust Avenue, Whangarei, 0110
, New Zealand",,,,,,,,,,,,
915,1504996,9429035438625,15 Apr 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1504996,1504996,,"Office Of G. John Bryce, 15 Kabul Street, Khandallah 6035, Wellington
, New Zealand","Office Of G. John Bryce, 15 Kabul Street, Khandallah 6035, Wellington
, New Zealand",,,,,,,,,,,,
916,60893,9429040686981,05 Apr 1957,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco60893,60893,,"108a Rosier Rd, Glen Eden
, New Zealand",,,,,,,,,,,,,
917,105193,9429040398877,22 Mar 1979,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco105193,105193,,"C/o Eaves And Gilling, Hillary Square, Orewa
, New Zealand","C/o Eaves And Gilling, Hillary Square, Orewa
, New Zealand",,,,,,,,,,,,
918,153022,9429040275512,22 Dec 1936,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco153022,153022,,"Gibson Quay, Hokitika
, New Zealand","86 Gibson Quay, Hokitika
, New Zealand",,,,,,,,,,,,
919,7790299,9429047750135,18 Oct 2019,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7790299,7790299,,"9 Welsh Road, Halswell, Christchurch, 8024
, New Zealand","9 Welsh Road, Halswell, Christchurch, 8024
, New Zealand",,,,,,,,,,,,
920,32280,9429040828503,06 May 1976,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco32280,32280,,"Tony Nicholson, 18 Kukutauaki Road, Rd 5, Shannon, 5575
, New Zealand","Tony Nicholson, 18 Kukutauaki Road, Rd 5, Shannon, 5575
, New Zealand",,,,,,,,,,,,
921,2182795,9429032513219,23 Oct 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2182795,2182795,,"7 Hellyers St, Birkdale, Birkdale, Auckland 0626
, New Zealand","7 Hellyers St, Birkdale, Birkdale, Auckland 0626
, New Zealand",,,,,,,,,,,,
922,1238732,9429036335657,18 Sep 2002,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1238732,1238732,,"234 Glenmohr Road, Rd 2, Waipu, 0582
, New Zealand","234 Glenmohr Road, Rd 2, Waipu, 0582
, New Zealand",,,,,,,,,,,,
923,927821,9429037749637,05 Oct 1998,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco927821,927821,,"148 Field Way, Waikanae Beach, Waikanae, 5036
, New Zealand","148 Field Way, Waikanae Beach, Waikanae, 5036
, New Zealand",,,,,,,,,,,,
924,839279,9429038177149,16 Dec 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco839279,839279,,"33 St Jide Street, Avondale, Auckland
, New Zealand","33 St Jide Street, Avondale, Auckland
, New Zealand",,,,,,,,,,,,
925,1195643,9429036585502,02 Apr 2002,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1195643,1195643,,"11 France Road, Napier
, New Zealand","11 France Road, Napier
, New Zealand",,,,,,,,,,,,
926,3300388,9429031194389,08 Mar 2011,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3300388,3300388,,"15 Ware Place, Pakuranga Heights, Manukau, 2010
, New Zealand","15 Ware Place, Pakuranga Heights, Manukau, 2010
, New Zealand",,,,,,,,,,,,
927,188849,9429040112473,19 Sep 1967,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco188849,188849,,"5 Hill St, Te Kuiti, R. Rusting
, New Zealand","5 Hill St, Te Kuiti, R . Rusting
, New Zealand",,,,,,,,,,,,
928,64438,9429040673189,01 Apr 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco64438,64438,,"22 Walton Ave, Warkworth
, New Zealand",,,,,,,,,,,,,
929,64394,9429040674117,27 Mar 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco64394,64394,,"580 Spencers Rd, Lake Tarawera, R D 5 Rotorua
, New Zealand",,,,,,,,,,,,,
930,38319,9429040776200,02 May 1980,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco38319,38319,,"Level 6, 22-24 Victoria St, Wellington
, New Zealand","Level 6, 22-24 Victoria Street, Wellington
, New Zealand",,,,,,,,,,,,
931,3815317,9429030673984,11 May 2012,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3815317,3815317,,"Milnes Beatson Ltd, 29 Wallace Street, Motueka, 7120
, New Zealand","MILNES BEATSON LTD, 29 Wallace Street, Motueka, 7120
, New Zealand",,,,,,,,,,,,
932,2180917,9429032524284,13 Oct 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2180917,2180917,,"Unit 2, 1182 Whakaue Street,, Rotorua
, New Zealand","Unit 2, 1182 Whakaue Street,, Rotorua
, New Zealand",,,,,,,,,,,,
933,17166,9429040911069,05 Mar 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco17166,17166,,"80a Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,,,,,
934,134511,9429031864060,31 May 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco134511,134511,,"Peat Marwick, Floor 15 Clarendon Tower, 78 Worcester Street, Christchurch
, New Zealand",,,,,,,,,,,,,
935,100259,9429040438368,10 Mar 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco100259,100259,,"52 Rosebank Rd, Avondale, Auckland
, New Zealand",,,,,,,,,,,,,
936,6262148,9429046052537,03 Apr 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6262148,6262148,,"93 Fancourt Street, Meadowbank, Auckland, 1072
, New Zealand","93 Fancourt Street, Meadowbank, Auckland, 1072
, New Zealand",,,,,,,,,,,,
937,661993,9429038545313,29 Nov 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco661993,661993,,"Rodgers & Co Ltd, 1st Floor, 47 Mandeville Street, Christchurch
, New Zealand","Rodgers & Co Ltd, 1st Floor, 47 Mandeville Street, Christchurch
, New Zealand",,,,,,,,,,,,
938,44270,9429040744452,19 Jul 1938,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco44270,44270,,"8 Auckland Road, St Heliers, Auckland
, New Zealand","8 Auckland Road, St Heliers Road, Auckland
, New Zealand",,,,,,,,,,,,
939,105593,9429040395050,10 May 1979,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco105593,105593,,"65 St George St, Papatoetoe, Auckland
, New Zealand",,,,,,,,,,,,,
940,2250,9429040970660,21 Oct 1930,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2250,2250,,"39-45 Haining St, Wellington C3
, New Zealand",,,,,,,,,,,,,
941,1708042,9429034498934,11 Oct 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1708042,1708042,,"Hayes Knight North Limited, Level 1, 5 William Laurie Place, Albany, Auckland, 0751
, New Zealand","Hayes Knight North Limited, Level 1, 5 William Laurie Place, Albany, Auckland, 0751
, New Zealand",,,,,,,,,,,,
942,3746596,9429030757912,08 Mar 2012,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3746596,3746596,,"37a Bell Road, Remuera, Auckland, 1050
, New Zealand","37a Bell Road, Remuera, Auckland, 1050
, New Zealand",,,,,,,,,,,,
943,1792358,9429034224670,22 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1792358,1792358,,"195 Nelson Street, Invercargill
, New Zealand","195 Nelson Street, Invercargill
, New Zealand",,,,,,,,,,,,
944,167832,9429040190709,21 Dec 1967,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco167832,167832,,"West Yates, 72 Trafalgar Street, Nelson
, New Zealand","West Yates, 72 Trafalgar Street, Nelson
, New Zealand",,,,,,,,,,,,
945,862259,9429038061707,17 Jun 1997,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco862259,862259,,"C/-gary Morrison Ltd, Accountants, 1st Floor, 171 Target Road, Glenfield, Auckland
, New Zealand","C/-gary Morrison Ltd, Accountants, 1st Floor, 171 Target Road, Glenfield, Auckland
, New Zealand",,,,,,,,,,,,
946,3453611,9429031035323,11 Jul 2011,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3453611,3453611,,"Real Chartered Accountants Limited, 37 Monmouth Street, Tauranga, Tauranga, 3110
, New Zealand","Real Chartered Accountants Limited, 37 Monmouth Street, Tauranga, Tauranga, 3110
, New Zealand",,,,,,,,,,,,
947,3395554,9429031085816,24 May 2011,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3395554,3395554,,"BERTELSEN HARRY WATERS LIMITED, 139 Great South Road, Greenlane, Auckland, 1051
, New Zealand","BERTELSEN HARRY WATERS LIMITED, 139 Great South Road, Greenlane, Auckland, 1051
, New Zealand",,,,,,,,,,,,
948,1621107,9429034832400,28 Apr 2005,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1621107,1621107,,"7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand","7th Floor, Southern Cross Building, 59 High Street, Auckland, 1010
, New Zealand",,,,,,,,,,,,
949,1011688,9429037384135,01 Feb 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1011688,1011688,,"Shephard Dunphy, Level 2, 82 Willis Street, Wellington
, New Zealand","Shephard Dunphy, Level 2, 82 Willis Street, Wellington
, New Zealand",,,,,,,,,,,,
950,5491921,9429041475935,30 Oct 2014,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5491921,5491921,,"C & M SEARCH CO, 4th Floor Collins & May Building, 44-56 Queens Drive, Lower Hutt, 5010
, New Zealand","C & M SEARCH CO, 4th Floor Collins & May Building, 44-56 Queens Drive, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
951,4953799,9429041090046,21 Feb 2014,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4953799,4953799,,"FORTUNE MANNING LAWYERS, Suite 5, 12 Viaduct Harbour Avenue, Auckland Central, Auckland, 1010
, New Zealand","FORTUNE MANNING LAWYERS, Suite 5, 12 Viaduct Harbour Avenue, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,,,,
952,2053400,9429033041971,13 Nov 2007,Removed,Overseas ASIC Company,Not required,,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco2053400,2053400,,,,,,,,,,,December,Australia,"6 Crombie Green, Christchurch
, New Zealand","Jamie GIBSON,",002541013
