,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,FRA Reporting Month:
920,151803,9429040281285,14 Dec 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco151803,151803,,"4th Floor, T&g Building, Gladstone Road, Gisborne
, New Zealand","-
, New Zealand",,,,,,,,
921,49324,9429040727929,22 Nov 1951,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco49324,49324,,"C/o Peat Marwick Mitchell & Co, National Mutual Centre, Shortland St, Auckland
, New Zealand",,,,,,,,,
922,1264241,9429036197675,17 Dec 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1264241,1264241,,"C/-insolvency Management Limited, Level 3 Burns House, 10 George Street, Dunedin
, New Zealand","C/-insolvency Management Limited, Level 3 Burns House, 10 George Street, Dunedin
, New Zealand",,,,,,,,
923,2159908,9429032623116,05 Aug 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2159908,2159908,,"Unit 3, 12 Eldon Road, Mount Eden, Auckland
, New Zealand","Unit 3, 12 Eldon Road, Mount Eden, Auckland
, New Zealand",,,,,,,,
924,3037044,9429031449618,26 Jul 2010,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3037044,3037044,,"HC Partners LP, 101 Queen Street, Waimate, Waimate, 7924
, New Zealand","L & L Stanistreet, 61 Painstown Road, Rd 8, Waimate, 7978
, New Zealand",,,,,,,,
925,944782,9429037667931,04 Feb 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco944782,944782,,"15 Mander Place, Bucklands Beach, Auckland, 2012
, New Zealand","15 Mander Place, Bucklands Beach, Auckland, 2012
, New Zealand",,,,,,,,
926,2002934,9429033098555,10 Oct 2007,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2002934,2002934,,"35 Silverstream Road, Crofton Downs, Wellington, 6035
, New Zealand","35 Silverstream Road, Crofton Downs, Wellington, 6035
, New Zealand",,,,,,,,
927,2055145,9429033036380,11 Dec 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2055145,2055145,,"45 Ferguson Street, Manurewa, Auckland
, New Zealand","45 Ferguson Street, Manurewa, Auckland
, New Zealand",,,,,,,,
928,5341241,9429041299029,27 Jun 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5341241,5341241,,"Elan Associates Ltd, 57 Fitzwilliam Drive, Torbay, Auckland, 0630
, New Zealand","Elan Associates Ltd, 57 Fitzwilliam Drive, Torbay, Auckland, 0630
, New Zealand",,,,,,,,
929,986525,9429037446635,28 Oct 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco986525,986525,,"3 Valentine Street, Alicetown, Lower Hutt
, New Zealand","3 Valentine Street, Alicetown, Lower Hutt
, New Zealand",,,,,,,,
930,3536731,9429030959477,06 Sep 2011,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3536731,3536731,,"3a Clonbern Road, Remuera, Auckland, 1050
, New Zealand","3a Clonbern Road, Remuera, Auckland, 1050
, New Zealand",,,,,,,,
931,70983,9429040640136,14 Jul 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco70983,70983,,"1230 Dominion Rd, Auckland 4
, New Zealand",,,,,,,,,
932,641255,9429038636103,29 Mar 1995,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco641255,641255,,"Deans & Associates (kapiti) Limited, Level 1, 18 Ihakara Street, Paraparaumu, 5032
, New Zealand","Deans & Associates (kapiti) Limited, Level 1, 18 Ihakara Street, Paraparaumu, 5032
, New Zealand",,,,,,,,
933,1495893,9429031823661,01 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1495893,1495893,,"575 Colombo Street, Christchurch
, New Zealand","3 Macmillan Avenue, Christchurch
, New Zealand",,,,,,,,
934,7107273,9429047109896,31 Oct 2018,Removed,NZ Limited Company,No,L KEYS LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco7107273,7107273,,"Unit 3, 245 St Asaph Street, Christchurch Central, Christchurch, 8011
, New Zealand","Unit 3, 245 St Asaph Street, Christchurch Central, Christchurch, 8011
, New Zealand",,,,,,,,
935,1847317,9429033964997,02 Aug 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1847317,1847317,,"Deloitte, Level 12, 20 Customhouse Quay, Wellington, 6140
, New Zealand","Deloitte, Level 12, 20 Customhouse Quay, Wellington, 6140
, New Zealand",,,,,,,,
936,1861859,9429033889665,06 Sep 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1861859,1861859,,"Unit 5 32 Great South Road, Otahuhu
, New Zealand","Unit 5 32 Great South Road, Otahuhu
, New Zealand",,,,,,,,
937,106238,9429040389165,02 Sep 1935,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco106238,106238,,"277 Victoria Avenue, Auckland 5
, New Zealand",,,,,,,,,
938,5356321,9429041306444,02 Jul 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5356321,5356321,,"8 Alta Terrace, Flat Bush, Auckland, 2019
, New Zealand","8 Alta Terrace, Flat Bush, Auckland, 2019
, New Zealand",,,,,,,,
939,1466692,9429035630401,17 Dec 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1466692,1466692,,"36 Mansfield Drive, Rolleston
, New Zealand","36 Mansfield Drive, Rolleston
, New Zealand",,,,,,,,
940,8194085,9429049392043,14 Jun 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8194085,8194085,,"373 Remuera Road, Remuera, Auckland, 1050
, New Zealand","373 Remuera Road, Remuera, Auckland, 1050
, New Zealand",,,,,,,,
941,190952,9429040096483,26 Jun 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco190952,190952,,"Peat Marwick, 11th Floor Peat Marwick Tower, 85 Alexandra Street, Hamilton
, New Zealand",,,,,,,,,
942,3172447,9429031341660,15 Oct 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3172447,3172447,,"10 St James Court, Paraparaumu, 5032
, New Zealand","10 St James Court, Paraparaumu, 5032
, New Zealand",,,,,,,,
943,22629,9429040885896,05 Sep 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco22629,22629,,"17 Dalray Pl, Porirua
, New Zealand",,,,,,,,,
944,175349,9429040149639,10 Mar 1948,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco175349,175349,,"C/o Official Assignee, 2nd Floor Lorne Towers, 10-14 Lorne St, Auckland
, New Zealand",,,,,,,,,
945,1684822,9429034578391,23 Aug 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1684822,1684822,,"1st Floor 5 Lyster Lane, Upper Hutt
, New Zealand","1st Floor 5 Lyster Lane, Upper Hutt
, New Zealand",,,,,,,,
946,1257746,9429036236251,18 Nov 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1257746,1257746,,"Unit 6, 148 Brightside Road, Stanmore Bay, Auckland
, New Zealand","Unit 6, 148 Brightside Road, Stanmore Bay, Auckland
, New Zealand",,,,,,,,
947,1303075,9429035986317,30 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1303075,1303075,,"5 Savannah Place, Papamoa
, New Zealand","5 Savannah Place, Papamoa
, New Zealand",,,,,,,,
948,71080,9429040639369,27 Jul 1966,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco71080,71080,,"Hunts Building, 178 Great South Road, Manurewa, Auckland
, New Zealand","Hunts Building, 178 Great South Road, Manurewa
, New Zealand",,,,,,,,
949,208452,9429039992376,20 Sep 1983,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco208452,208452,,"16 Elliott Street, Papakura
, New Zealand",,,,,,,,,
950,1599972,9429034956564,10 Feb 2005,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1599972,1599972,,"9 Ellsworth Place, Hamilton
, New Zealand","9 Ellsworth Place, Hamilton
, New Zealand",,,,,,,,
951,656534,9429038570896,23 Nov 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco656534,656534,,"Unit D6, 119 Meadowland Drive, Sommerville, Manukau 2014, 2014
, New Zealand","Unit D6, 119 Meadowland Drive, Sommerville, Manukau 2014, 2014
, New Zealand",,,,,,,,
952,2136579,9429032721959,28 May 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2136579,2136579,,"34b Howard Hunter Ave, St.johns,, Saint Johns, Auckland 1072
, New Zealand","34b Howard Hunter Ave, St.johns,, Saint Johns, Auckland 1072
, New Zealand",,,,,,,,
953,665699,9429038530111,01 Dec 1994,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco665699,665699,,"Abbey Road Bar & Cafe, 110 Moray Place, Dunedin
, New Zealand","Abbey Road Bar & Cafe, 110 Moray Place, Dunedin
, New Zealand",,,,,,,,
954,82482,9429040571942,23 Sep 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco82482,82482,,"10 Dingle Rd, St Heliers Bay, Auckland
, New Zealand",,,,,,,,,
955,163534,9429040219905,02 Sep 1971,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco163534,163534,,"C/o Carr & Stanton, 117 Queen St East Box 345, Hastings
, New Zealand",,,,,,,,,
956,1009711,9429037392499,11 Jan 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1009711,1009711,,"C/- Jonathan Rose Chartered Accountants, 49 Benson Road, Remuera, Auckland
, New Zealand","C/- Jonathan Rose Chartered Accountants, 49 Benson Road, Remuera, Auckland
, New Zealand",,,,,,,,
957,87392,9429040541204,29 May 1973,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco87392,87392,,"4th Floor, The Gilmore Brown Ltd Business Centre, 30-34 Rathbone Street, Whangarei
, New Zealand","4th Floor, The Gilmore Brown Ltd Business Centre, 30-34 Rathbone Street, Whangarei
, New Zealand",,,,,,,,
958,818123,9429038275999,22 Jul 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco818123,818123,,"29 Keeling Road, Henderson, Auckland
, New Zealand","29 Keeling Road, Henderson, Auckland
, New Zealand",,,,,,,,
959,1159324,9429036787210,04 Sep 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1159324,1159324,,"Hubbard Churcher & Co, Chartered Accountants, 39 George Street, Timaru
, New Zealand","Hubbard Churcher & Co, Chartered Accountants, 39 George Street, Timaru
, New Zealand",,,,,,,,
960,1955623,9429033315096,29 Jun 2007,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1955623,1955623,,"25 Helmores Lane, Christchurch
, New Zealand","25 Helmores Lane, Christchurch
, New Zealand",,,,,,,,
961,1638657,9429034745069,03 Jun 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1638657,1638657,,"37 Clipper Street, Titahi Bay, Porirua, 5022
, New Zealand","37 Clipper Street, Titahi Bay, Porirua, 5022
, New Zealand",,,,,,,,
962,198030,9429040049892,20 Dec 1978,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco198030,198030,,"124 Prince Regent Drive, Bucklands Beach, Auckland
, New Zealand","Same As The Registered Office
, New Zealand",,,,,,,,
963,105456,9429040391137,24 Apr 1979,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco105456,105456,,"Braeshoop, 24 Marybank Road, Atawhai, Nelson
, New Zealand","Braeshoop, 24 Marybank Road, Atawhai, Nelson
, New Zealand",,,,,,,,
964,702643,9429038398261,06 Nov 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco702643,702643,,"Level 8, 120 Albert Street, Auckland
, New Zealand","Level 8, 120 Albert Street, Auckland
, New Zealand",,,,,,,,
965,8171396,9429049154672,17 Mar 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8171396,8171396,,"200 Thames Street, Morrinsville, Morrinsville, 3300
, New Zealand","200 Thames Street, Morrinsville, Morrinsville, 3300
, New Zealand",,,,,,,,
966,1226229,9429036406982,22 Jul 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1226229,1226229,,"25a Somerset Rd, Mt. Roskill, Auckland
, New Zealand","25a Somerset Rd, Mt. Roskill, Auckland
, New Zealand",,,,,,,,
967,124527,9429031971058,27 Jun 1955,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco124527,124527,,"62 Parkstone Avenue, Ilam, Christchurch 8041
, New Zealand","62 Parkstone Avenue, Ilam, Christchurch 8041
, New Zealand",,,,,,,,
968,2080816,9429032958058,19 Feb 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2080816,2080816,,"364 Riccarton Road, Christchurch
, New Zealand","364 Riccarton Road, Christchurch
, New Zealand",,,,,,,,
969,304135,9429039737526,29 Jul 1986,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco304135,304135,,"23 Patrick Street, Onuhunga, Auckland
, New Zealand","23 Patrick Street, Onuhunga, Auckland
, New Zealand",,,,,,,,
970,8575746,9429051063436,25 Jan 2023,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8575746,8575746,,"ALLANMCNEILL (1), 53- 55 Manchester Street, Feilding, 4702
, New Zealand","ALLANMCNEILL (1), 53- 55 Manchester Street, Feilding, 4702
, New Zealand",,,,,,,,
971,979596,9429037483661,06 Oct 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco979596,979596,,"C/-morrison Creed, 1st Floor, Cnr Main, St & Victoria Ave, Palmerston North
, New Zealand","C/-morrison Creed, 1st Floor, Cnr Main, St & Victoria Ave, Palmerston North
, New Zealand",,,,,,,,
972,2494048,9429031527200,17 Jun 2010,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2494048,2494048,,"Andersons, 1260a Cameron Road, Greerton, Tauranga, 3112
, New Zealand","Andersons, 1260a Cameron Road, Greerton, Tauranga, 3112
, New Zealand",,,,,,,,
973,123881,9429031977425,14 Jan 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco123881,123881,,"487 Ilam Road, Christchurch 8005
, New Zealand",,,,,,,,,
974,962811,9429037568283,16 Jun 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco962811,962811,,"7 Mellick Place, Howick, Auckland, 2016
, New Zealand","7 Mellick Place, Howick, Auckland, 2016
, New Zealand",,,,,,,,
975,2394215,9429031687638,26 Jan 2010,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2394215,2394215,,"1010 Puketapu Road, Rd 2, Napier, 4182
, New Zealand","1010 Puketapu Road, Rd 2, Napier, 4182
, New Zealand",,,,,,,,
976,159717,9429040241227,18 Aug 1952,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco159717,159717,,"34 Ferguson Street North, Bay View
, New Zealand",,,,,,,,,
977,1204517,9429036531325,22 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1204517,1204517,,"Alpa Patel, 11a Lipscombe Avenue, Papatoetoe, Auckland, 2025
, New Zealand","Alpa Patel, 11a Lipscombe Avenue, Papatoetoe, Auckland, 2025
, New Zealand",,,,,,,,
978,153477,9429040273747,26 Jun 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco153477,153477,,"C/o M/s F Congreve & Company, 152 Mackay St, Greymouth
, New Zealand",,,,,,,,,
979,209310,9429039988850,04 Oct 1983,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco209310,209310,,"C F Schurr, 11 Stanners Street, Eltham
, New Zealand","11 Stanners Street, Eltham
, New Zealand",,,,,,,,
980,1125145,9429036961795,19 Apr 2001,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1125145,1125145,,"Beeson Accountants Limited, 93 Church Street, Onehunga, Auckland, 1061
, New Zealand","93 Church Street, Onehunga, Auckland, 1061
, New Zealand",,,,,,,,
981,6080888,9429042507079,11 Aug 2016,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6080888,6080888,,"255 Clifton Road, Rd 1, Howick, 2571
, New Zealand","255 Clifton Road, Rd 1, Howick, 2571
, New Zealand",,,,,,,,
982,1869364,9429033848136,03 Oct 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1869364,1869364,,"36 Hadley Wood Drive, Wattle Downs, Manukau, 2103
, New Zealand","36 Hadley Wood Drive, Wattle Downs, Manukau, 2103
, New Zealand",,,,,,,,
983,72139,9429040632681,07 Feb 1967,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco72139,72139,,"Abacus House, 13 Rust Avenue, Whangarei
, New Zealand","Abacus House, 13 Rust Avenue, Whangarei
, New Zealand",,,,,,,,
984,5428104,9429041373552,19 Aug 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5428104,5428104,,"23 Tattersfield Place, Dinsdale, Hamilton, 3204
, New Zealand","23 Tattersfield Place, Dinsdale, Hamilton, 3204
, New Zealand",,,,,,,,
985,112469,9429032119787,01 Oct 1981,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco112469,112469,,"1 Kensington Terrace, Gulf Hatbour 0930, Auckland
, New Zealand","1 Kensington Terrace, Gulf Hatbour 0930, Auckland
, New Zealand",,,,,,,,
986,1265827,9429036188277,14 Jan 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1265827,1265827,,"A/16 Marie Avenue, Red Beach, North Shore, Auckland
, New Zealand","A/16 Marie Avenue, Red Beach, North Shore, Auckland
, New Zealand",,,,,,,,
987,145892,9429040314754,26 Jan 1960,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco145892,145892,,"Kirk Barclay & Co, 14 Tarbert St, Alexandra
, New Zealand","-
, New Zealand",,,,,,,,
988,51289,9429040722283,07 May 1954,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco51289,51289,,"Redan Rd, Kaitaia
, New Zealand",,,,,,,,,
989,1001165,9429037436896,09 Nov 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1001165,1001165,,"R S M Prince, Chartered Accountants, 17c Corinthian Drive, Albany
, New Zealand","R S M Prince, Chartered Accountants, 17c Corinthian Drive, Albany
, New Zealand",,,,,,,,
990,1780577,9429034259863,06 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1780577,1780577,,"35 Silver Moon Road, Albany Heights, Auckland, 0632
, New Zealand","35 Silver Moon Road, Albany Heights, Auckland, 0632
, New Zealand",,,,,,,,
991,38912,9429040768809,18 Mar 1982,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco38912,38912,,"73-75 Queens Drive, Lower Hutt
, New Zealand",,,,,,,,,
992,1828131,9429034053560,20 Jun 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1828131,1828131,,"Level 4, 19 Great South Road, Newmarket, Auckland
, New Zealand","Level 4, 19 Great South Road, Newmarket, Auckland
, New Zealand",,,,,,,,
