,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,FRA Reporting Month:,Reports,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,ACN Number:
914,1558496,9429035170709,23 Sep 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1558496,1558496,,"34 Pomora Road, Kumeu, Auckland
, New Zealand","34 Pomora Road, Kumeu, Auckland
, New Zealand",,,,,,,,,,,,
915,120889,9429031998253,06 Jun 1923,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco120889,120889,,"221 Colombo St, Christchurch
, New Zealand",,,,,,,,,,,,,
916,1327185,9429035940944,10 Jun 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1327185,1327185,,"98 Hedditch Street, Wanaka 9305
, New Zealand","98 Hedditch Street, Wanaka 9305
, New Zealand",,,,,,,,,,,,
917,95574,9429040478593,02 Sep 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco95574,95574,,"3 Crocombe Crescent, Birkdale, Auckland
, New Zealand",,,,,,,,,,,,,
918,1881359,9429033774824,08 Nov 2006,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1881359,1881359,,"48 Manuel Road, Silverdale, Silverdale, 0932
, New Zealand","48 Manuel Road, Silverdale, Silverdale, 0932
, New Zealand",,,,,,,,,,,,
919,1366824,9429035844594,18 Aug 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1366824,1366824,,"First Floor, 47 Mandeville Street, Christchurch
, New Zealand","First Floor, 47 Mandeville Street, Christchurch
, New Zealand",,,,,,,,,,,,
920,1397646,9429035769477,22 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1397646,1397646,,"89 Market Street, Te Awamutu
, New Zealand","89 Market Street, Te Awamutu
, New Zealand",,,,,,,,,,,,
921,955922,9429037604639,26 Apr 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco955922,955922,,"850b Papamoa Beach Road, Papamoa
, New Zealand","850b Papamoa Beach Road, Papamoa
, New Zealand",,,,,,,,,,,,
922,1299399,9429036000869,05 May 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1299399,1299399,,"213n Karamu Road, Hastings
, New Zealand","213n Karamu Road, Hastings
, New Zealand",,,,,,,,,,,,
923,1670392,9429034631874,04 Aug 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1670392,1670392,,"Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand","Pricewaterhousecoopers, Level 8, 188 Quay Street, Auckland
, New Zealand",,,,,,,,,,,,
924,144568,9429040319384,09 Jul 1951,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco144568,144568,,"C/o Barr Burgess & Stewart, 9-11 Bond St, Dunedin
, New Zealand",,,,,,,,,,,,,
925,151354,9429040283722,01 Jul 1946,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco151354,151354,,"Roberts & Roberts, 114 Bright Street, Gisborne
, New Zealand","Roberts & Roberts, 114 Bright Street, Gisborne
, New Zealand",,,,,,,,,,,,
926,6023462,9429042408055,16 Jun 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6023462,6023462,,"17 Porima Way, Chedworth, Hamilton, 3210
, New Zealand","17 Porima Way, Chedworth, Hamilton, 3210
, New Zealand",,,,,,,,,,,,
927,2093994,9429040978369,10 Mar 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2093994,2093994,,"109 Huntington Drive, Hamilton
, New Zealand","109 Huntington Drive, Hamilton
, New Zealand",,,,,,,,,,,,
928,392800,9429039452559,27 Jun 1988,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco392800,392800,,"Kelston Way, Cambridge Road, Tauranga
, New Zealand","Kelston Way, Cambridge Road, Tauranga
, New Zealand",,,,,,,,,,,,
929,1769278,9429034301852,14 Feb 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1769278,1769278,,"22 Kendall Road, Kerikeri
, New Zealand","22 Kendall Road, Kerikeri
, New Zealand",,,,,,,,,,,,
930,3499133,9429030996236,05 Aug 2011,Removed,NZ Limited Company,No,No,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco3499133,3499133,,"Chris & Simone Hill, 94 Maxwell Road, Blenheim, Blenheim, 7201
, New Zealand","Chris & Simone Hill, 94 Maxwell Road, Blenheim, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
931,160603,9429040235110,12 Aug 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco160603,160603,,"Official Assignee, 6th Floor Justice Departmental Building, 3 Kingston Street, Auckland
, New Zealand","-
, New Zealand",,,,,,,,,,,,
932,3253172,9429031235884,28 Jan 2011,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3253172,3253172,,"Your Business Team Limited, 35a Crawford Street, Dunedin, 9016
, New Zealand","Your Business Team Limited, 35a Crawford Street, Dunedin, 9016
, New Zealand",,,,,,,,,,,,
933,1627634,9429034800546,26 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1627634,1627634,,"551 Gloucester Rd, Mt Maunganui
, New Zealand","551 Gloucester Rd, Mt Maunganui
, New Zealand",,,,,,,,,,,,
934,167063,9429040194288,12 Nov 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco167063,167063,,"38 Halifax St, Nelson
, New Zealand","-
, New Zealand",,,,,,,,,,,,
935,1963863,9429033258089,06 Jul 2007,Removed,NZ Limited Company,No,Not specified,Showing 2 of 5 directors,httpsapp.companiesoffice.govt.nzco1963863,1963863,,"228 Tinakori Road, Thorndon, Wellington
, New Zealand","228 Tinakori Road, Thorndon, Wellington
, New Zealand",,,,,,,,,,,,
936,115585,9429032068436,19 Oct 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco115585,115585,,"14 Crocus Plc, Remuera 5, Auckland
, New Zealand",,,,,,,,,,,,,
937,1199347,9429036562978,02 Apr 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1199347,1199347,,"2 Duke Street, Gore
, New Zealand","2 Duke St, Gore
, New Zealand",,,,,,,,,,,,
938,67099,9429040661667,27 Aug 1964,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco67099,67099,,"Official Assignee, 6th Floor Justice Departmental Building, 3 Kingston Street, Auckland
, New Zealand",,,,,,,,,,,,,
939,111740,9429032132793,08 Jul 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco111740,111740,,"15/19 Edsel St, Henderson
, New Zealand",,,,,,,,,,,,,
940,2204519,9429032416435,29 Jan 2009,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2204519,2204519,,"23a Valley Road, Pukekohe 2120
, New Zealand","23a Valley Road, Pukekohe 2120
, New Zealand",,,,,,,,,,,,
941,1696527,9429034537107,06 Oct 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1696527,1696527,,"7/28 The Avenue, Albany Heights
, New Zealand","7/28 The Avenue, Albany Heights
, New Zealand",,,,,,,,,,,,
942,956457,9429037602284,30 Apr 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco956457,956457,,"Mclaren Guise Associates Limited, Lincoln Manor, 293 Lincoln Road, Waitakere City
, New Zealand","Mclaren Guise Associates Limited, Lincoln Manor, 293 Lincoln Road, Waitakere City
, New Zealand",,,,,,,,,,,,
943,2159662,9429032624762,04 Aug 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2159662,2159662,,"Raynes Gibson & Matthews Accountants Ltd, 110 St Lukes Rd, Sandringham, Auckland
, New Zealand","Raynes Gibson & Matthews Accountants Ltd, 110 St Lukes Rd, Sandringham, Auckland
, New Zealand",,,,,,,,,,,,
944,119085,9429032016666,30 Jun 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco119085,119085,,"169 Redwood St, Blenheim
, New Zealand",,,,,,,,,,,,,
945,72038,9429040634234,22 Dec 1966,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco72038,72038,,"23 Rathbone Street, Whangarei
, New Zealand","23 Rathbone Street, Whangarei
, New Zealand",,,,,,,,,,,,
946,701309,9429038401305,03 Nov 1995,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco701309,701309,,"41 Richards Avenue, Forrest Hill, Auckland
, New Zealand","41 Richards Avenue, Forrest Hill, Auckland
, New Zealand",,,,,,,,,,,,
947,194472,9429040075532,17 Jun 1974,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco194472,194472,,"C/o A M Kusabs, 19 Pukaki Street, Rotorua
, New Zealand","-
, New Zealand",,,,,,,,,,,,
948,37803,9429040779898,02 Jun 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco37803,37803,,"Muapoko Street, Himitangi
, New Zealand",,,,,,,,,,,,,
949,194678,9429040075310,22 Aug 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco194678,194678,,"62 Cruickshank Rd, Upper Hutt
, New Zealand",,,,,,,,,,,,,
950,711506,9429038372537,05 Feb 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco711506,711506,,"C/-mcdonald Vague, Level 4, 143 Nelson Street, Auckland
, New Zealand","C/-mcdonald Vague, Level 4, 143 Nelson Street, Auckland
, New Zealand",,,,,,,,,,,,
951,6035988,9429042465874,18 Jul 2016,Removed,Overseas ASIC Company,Not required,,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6035988,6035988,,,,,,,,,,October,,Australia,"12 Mcleod Road, Henderson, Auckland, 0612
, New Zealand","Yayan LI, 12 Mcleod Road, Henderson, Auckland, 0612
, New Zealand",613256787
952,843989,9429038154263,04 Mar 1997,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco843989,843989,,"Level 15, Swanson House, 12-26 Swanson Stret, Auckland, 1010
, New Zealand","Level 15, Swanson House, 12-26 Swanson Stret, Auckland, 1010
, New Zealand",,,,,,,,,,,,
953,179107,9429040139920,13 Mar 1956,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco179107,179107,,"63 Hall Road, Ngongotaha
, New Zealand","63 Hall Road, Ngongotaha
, New Zealand",,,,,,,,,,,,
954,1072642,9429037136291,15 Sep 2000,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1072642,1072642,,"85b Maich Road, Manurewa, Auckland
, New Zealand","85b Maich Road, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,
955,126633,9429031951647,23 Jun 1961,Removed,NZ Limited Company,No,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco126633,126633,,"Kpmg Peat Marwick, Level 10 Kpmg Centre, 9 Princes Street, Auckland
, New Zealand",,,,,,,,,,,,,
956,1848709,9429033958897,30 Aug 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1848709,1848709,,"C/- Paul Johnston Chartered Accountant, 55 Theodosia Street, Timaru, 7910
, New Zealand","C/- Paul Johnston Chartered Accountant, 55 Theodosia Street, Timaru, 7910
, New Zealand",,,,,,,,,,,,
957,1021217,9429037332686,14 Mar 2000,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1021217,1021217,,"Suite 3, 277 Te Irirangi Drive, Flat Bush, Auckland, 2019
, New Zealand","31 Steele Road, Ararimu, Rd 3, Drury
, New Zealand",,,,,,,,,,,,
958,201117,9429040015804,08 Oct 1982,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco201117,201117,,"Wesley Chbrs, Victoria St, Hamilton
, New Zealand",,,,,,,,,,,,,
959,14720,9429040922157,28 Sep 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco14720,14720,,"C/o W R Mills, 223 Victoria Ave, Palmerston North
, New Zealand",,,,,,,,,,,,,
960,118728,9429032017830,23 Sep 1953,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco118728,118728,,"C/o Winstanley Kerridge, 22 Scott Street, Blenheim
, New Zealand",,,,,,,,,,,,,
961,5365721,9429041311196,04 Jul 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5365721,5365721,,"BARRINGTON STREET ACCOUNTING LIMITED, 234 Havelock Street, Ashburton, Ashburton, 7700
, New Zealand","BARRINGTON STREET ACCOUNTING LIMITED, 234 Havelock Street, Ashburton, Ashburton, 7700
, New Zealand",,,,,,,,,,,,
962,1521555,9429035351634,01 Jun 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1521555,1521555,,"36 Oreti Crescent, Papamoa Beach, Papamoa, 3118
, New Zealand","36 Oreti Crescent, Papamoa Beach, Papamoa, 3118
, New Zealand",,,,,,,,,,,,
963,79706,9429040587905,23 Jul 1970,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco79706,79706,,"109 Onerahi Rd, Onerahi
, New Zealand",,,,,,,,,,,,,
964,4973339,9429041100660,19 Feb 2014,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4973339,4973339,,"13 Taupaki Road, Rd 2, Henderson, 0782
, New Zealand","13 Taupaki Road, Rd 2, Henderson, 0782
, New Zealand",,,,,,,,,,,,
965,1770620,9429034295366,17 Feb 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1770620,1770620,,"Ground Floor, 58-60 Oriental Parade, Wellington
, New Zealand","Ground Floor, 58 -60 Oriental Parade, Wellington
, New Zealand",,,,,,,,,,,,
966,909279,9429037839994,19 May 1998,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco909279,909279,,"1 Hutt Road, Manurewa, Auckland
, New Zealand","1 Hutt Road, Manurewa, Auckland
, New Zealand",,,,,,,,,,,,
967,1734121,9429034414163,07 Dec 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1734121,1734121,,"53 Cavendish Drive, Manukau City
, New Zealand","53 Cavendish Drive, Manukau City
, New Zealand",,,,,,,,,,,,
968,1701430,9429034520109,26 Sep 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 3 directors,httpsapp.companiesoffice.govt.nzco1701430,1701430,,"Staples Rodway(hb) Limited, Chartered Accountants, 205 Hastings Street South, Hastings
, New Zealand","Staples Rodway (hb) Limited, Chartered Accountants, 205 Hastings Street South, Hastings
, New Zealand",,,,,,,,,,,,
969,50738,9429040723983,06 Oct 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco50738,50738,,"6 St Georges Bay Rd, Parnell
, New Zealand",,,,,,,,,,,,,
970,1823320,9429034084595,29 May 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1823320,1823320,,"27 Clifford Avenue, Merivale, Christchurch, 8014
, New Zealand","27 Clifford Avenue, Merivale, Christchurch, 8014
, New Zealand",,,,,,,,,,,,
971,1519503,9429035359371,01 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1519503,1519503,,"23 Cobham Crescent, Kelston, Auckland
, New Zealand","23 Cobham Crescent, Kelston, Auckland
, New Zealand",,,,,,,,,,,,
972,1629948,9429034787625,02 May 2005,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1629948,1629948,,"C/-macmillan Accountants, 31 White Street, Rotorua
, New Zealand","C/-macmillan Accountants, 31 White Street, Rotorua
, New Zealand",,,,,,,,,,,,
973,491942,9429039157065,09 May 1985,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco491942,491942,,"12 Maidstone Street, Grey Lynn, Auckland
, New Zealand","-
, New Zealand",,,,,,,,,,,,
974,1202708,9429036541645,12 Apr 2002,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1202708,1202708,,"20 Matua Rd, Huapai, Auckland
, New Zealand","13 Taupaki Rd, Taupaki, Auckalnd
, New Zealand",,,,,,,,,,,,
975,1760655,9429034333280,24 Jan 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1760655,1760655,,"39 Manawa Rd, Remuera, Auckland
, New Zealand","39 Manawa Rd, Remuera, Auckland
, New Zealand",,,,,,,,,,,,
976,715009,9429038364563,15 Feb 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco715009,715009,,"C/- Davidson & Associates Limited, Level 6, 182 Broadway, Newmarket, Auckland
, New Zealand","C/- Davidson & Associates Limited, Level 6, 182 Broadway, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
977,693339,9429038429330,21 Sep 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco693339,693339,,"Robertson Humphreys & Co, Cnr East And Wood Sts, Papakura
, New Zealand","Robertson Humphreys & Co, Cnr East And Wood Sts, Papakura
, New Zealand",,,,,,,,,,,,
978,29297,9429040849010,11 Apr 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco29297,29297,,"N A Eagle, A N Z Bldg, Andrews Ave Box 30689, Lower Hutt
, New Zealand",,,,,,,,,,,,,
979,1391585,9429035786757,08 Sep 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1391585,1391585,,"52 Scott Street, Blenheim
, New Zealand","52 Scott Street, Blenheim
, New Zealand",,,,,,,,,,,,
980,1199579,9429036560776,28 Mar 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1199579,1199579,,"50a Polygon Rd, St Heliers, Auckland
, New Zealand","50a Polygon Rd, St Heliers, Auckland
, New Zealand",,,,,,,,,,,,
981,8156423,9429048962735,03 Feb 2021,Removed,NZ Limited Company,No,C N DWYER LIMITED,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8156423,8156423,,"3 Victoria Road, New Plymouth, New Plymouth, 4310
, New Zealand","3 Victoria Road, New Plymouth, New Plymouth, 4310
, New Zealand",,,,,,,,,,,,
982,1500265,9429035464037,05 Apr 2004,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1500265,1500265,,"23b Trafalgar Street, Levin
, New Zealand","23b Trafalgar Street, Levin
, New Zealand",,,,,,,,,,,,
983,6235991,9429045967153,24 Feb 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6235991,6235991,,"Carl Elder, 159 Rocking Horse Road, Southshore, Christchurch, 8062
, New Zealand","Carl Elder, 159 Rocking Horse Road, Southshore, Christchurch, 8062
, New Zealand",,,,,,,,,,,,
984,6433353,9429046343383,08 Sep 2017,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6433353,6433353,,"71 Chivalry Road, Glenfield, Auckland, 0629
, New Zealand","71 Chivalry Road, Glenfield, Auckland, 0629
, New Zealand",,,,,,,,,,,,
985,1648777,9429034701096,13 Jul 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1648777,1648777,,"Unit H 14-22 Triton Drive, Albany, North Shore City
, New Zealand","Unit H 14-22 Triton Drive, Albany, North Shore City
, New Zealand",,,,,,,,,,,,
986,8440242,9429050738663,01 Aug 2022,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8440242,8440242,,"3 Protea Place, Bell Block, New Plymouth, 4312
, New Zealand","3 Protea Place, Bell Block, New Plymouth, 4312
, New Zealand",,,,,,,,,,,,
987,1674533,9429034618073,03 Aug 2005,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1674533,1674533,,"3 Diamond Street, Newton, Auckland
, New Zealand","3 Diamond Street, Newton, Auckland
, New Zealand",,,,,,,,,,,,
