,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors,address.Type of entity,Country of Origin:,FRA Reporting Month:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports,Status:,Liquidator:
898,179092,9429040141206,07 Mar 1956,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco179092,179092,,"Princes St, Putaruru
, New Zealand","Princes St, Putaruru
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
899,5058,9429040962122,11 Dec 1946,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco5058,5058,,"4/1b Aramoana Avenue, Devonport, Auckland
, New Zealand",,Showing 2 of 3 directors,,,,,,,,,,,,,,,
900,4658144,9429030055155,19 Sep 2013,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco4658144,4658144,,"Azamal Khan, 10 Kahurangi Heights, Aotea, Porirua, 5024
, New Zealand","Azamal Khan, 10 Kahurangi Heights, Aotea, Porirua, 5024
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
901,7277437,9429047279858,18 Feb 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7277437,7277437,,"arif Nazari, 9 Mcdonald Place, Otahuhu, Auckland, 1062
, New Zealand","arif Nazari, 9 Mcdonald Place, Otahuhu, Auckland, 1062
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
902,2023191,9429033070704,29 Oct 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2023191,2023191,,"43 Bright St, Eden Terrace, Auckland
, New Zealand","43 Bright St, Eden Terrace, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
903,61836,9429040682136,04 Aug 1961,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco61836,61836,,"4 Fancourt Street, Meadowbank, Auckland 5
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
904,1687857,9429034564714,06 Sep 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1687857,1687857,,"65 B Uxbridge Road, Howick, Auckland
, New Zealand","65 B Uxbridge Road, Howick, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
905,1359948,9429035854456,21 Aug 2003,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1359948,1359948,,"Parker & Chin, 333 Princes St, Dunedin
, New Zealand","Parker & Chin, 333 Princes St, Dunedin
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
906,3996438,9429030523081,06 Sep 2012,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3996438,3996438,,"B & E Limited, Flat 34, 39 Pitt Street, Auckland Central, Auckland, 1010
, New Zealand","B & E Limited, Flat 34, 39 Pitt Street, Auckland Central, Auckland, 1010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
907,2198394,9429032440546,19 Dec 2008,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco2198394,2198394,,"Kpmg, Level 10, Kpmg Centre, 85 Alexandra Street, Hamilton 3204
, New Zealand","Kpmg, Level 10, Kpmg Centre, 85 Alexandra Street, Hamilton 3204
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
908,1823099,9429034087886,26 May 2006,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1823099,1823099,,"14 Brown Tce, Te Puke
, New Zealand","14 Brown Tce, Te Puke
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
909,2077011,9429032975420,20 Dec 2007,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2077011,2077011,,"Altitude Chartered Accountants Ltd, Suite 20, 19 Tamamutu Street, Taupo, 3330
, New Zealand","Altitude Chartered Accountants Ltd, Suite 20, 19 Tamamutu Street, Taupo, 3330
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
910,1488848,9429035507307,01 Mar 2004,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1488848,1488848,,"26a Lewis Street, Blockhouse Bay, Auckland
, New Zealand","26a Lewis Street, Blockhouse Bay
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
911,1109,9429040972886,27 Jun 1918,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1109,1109,,"Kpmg Peat Marwick, Level 7 Kpmg Peat Marwick House, 135 Victoria Street, Wellington
, New Zealand",,Showing 2 of 3 directors,,,,,,,,,,,,,,,
912,2254281,9429032217711,15 Jun 2009,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco2254281,2254281,,"476 Ongarue Back Road, Rd 6, Taumarunui, 3996
, New Zealand","111 Hakiaha Street, Taumarunui, 3920
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
913,5302021,9429041278840,12 Jun 2014,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5302021,5302021,,"Global Tax Accountants Limited, Unit 7, 2 Amera Place, Huntington Park, Auckland, 2013
, New Zealand","Global Tax Accountants Limited, Unit 7, 2 Amera Place, Huntington Park, Auckland, 2013
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
914,1011003,9429037385071,20 Jan 2000,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1011003,1011003,,"369 High Street, Rangiora
, New Zealand","369 High Street, Rangiora
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
915,2442973,9429031604468,24 Mar 2010,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2442973,2442973,,"4 Aclare Place, Dannemora
, New Zealand","4 Aclare Place, Dannemora
, New Zealand",Showing 1 of 1 directors,,,March,,,,,,,,,,,,
916,1968281,9429033234342,20 Jul 2007,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1968281,1968281,,"4 Nagle Place, Golflands, Auckland, 2013
, New Zealand","4 Nagle Place, Golflands, Auckland, 2013
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
917,162031,9429040229959,19 Oct 1965,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco162031,162031,,"78 Avondale Road, Taradale
, New Zealand","78 Avondale Road,, Taradale
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
918,63857,9429040673271,26 Oct 1962,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco63857,63857,,"Kirk Barclay, 8th Flr Westpac Twr, 120 Albert St, Auckland
, New Zealand",,,,,,,,,,,,,,,,,
919,6779813,9429046678751,23 Mar 2018,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6779813,6779813,,"17 Waterstone Avenue, Paraparaumu, Paraparaumu, 5032
, New Zealand","17 Waterstone Avenue, Paraparaumu, Paraparaumu, 5032
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
920,48420,9429040730592,03 Oct 1950,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco48420,48420,,"78 Panapa Drive, St Johns Park, Auckland 5
, New Zealand",,,,,,,,,,,,,,,,,
921,123156,9429031982719,09 Nov 1949,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco123156,123156,,"B.R.Mason, 14 Starwood Lane, Clifton, Christchurch, 8081
, New Zealand","B.R.Mason, 14 Starwood Lane, Clifton, Christchurch, 8081
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
922,3381455,9429031104678,10 May 2011,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3381455,3381455,,"29 Beach Road, Auckland Central, Auckland, 1010
, New Zealand","29 Beach Road, Auckland Central, Auckland, 1010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
923,5624128,9429041641651,06 Mar 2015,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco5624128,5624128,,"PKF Hamilton Limited, 1026 Victoria Street, Whitiora, Hamilton, 3200
, New Zealand","PKF Hamilton Limited, 1026 Victoria Street, Whitiora, Hamilton, 3200
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
924,582151,9429038867743,05 May 1993,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco582151,582151,,"20 Anaru Place, Palmerston North
, New Zealand",,Showing 2 of 2 directors,,,,,,,,,,,,,,,
925,5798969,9429041967904,23 Sep 2015,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5798969,5798969,,"C/- PwC, Level 4, 60 Cashel Street, Christchurch Central, Christchurch, 8013
, New Zealand","C/- PwC, Level 4, 60 Cashel Street, Christchurch Central, Christchurch, 8013
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
926,70350,9429040641096,04 Apr 1966,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco70350,70350,,"2/21 Sunderlands Road, Bucklands Beach, Auckland
, New Zealand","2/21 Sunderlands Road, Bucklands Beach, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
927,3373379,9429031118408,12 May 2011,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3373379,3373379,,"Suite 6, 17a Delta Avenue, New Lynn, Waitakere, 0600
, New Zealand","Suite 6, 17a Delta Avenue, New Lynn, Waitakere, 0600
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
928,868083,9429038035791,12 Aug 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco868083,868083,,"Robertson Bixley & Assoc, Chartered Accountants, Cnr East & Wood Streets, Papakura
, New Zealand","107a Tirakau Drive, Pakuranga, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
929,78849,9429040595900,06 Apr 1970,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco78849,78849,,"66 Churchill Road, Murrays Bay
, New Zealand","66 Churchill Road, Murrays Bay, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
930,82979,9429040568331,01 Dec 1971,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco82979,82979,,"84 Ngapuhi Rd, Remuera, Auckland 5
, New Zealand",,,,,,,,,,,,,,,,,
931,7196833,9429047205048,03 Jan 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7196833,7196833,,"zane johnson, 5359a South Road, Rd 31, Opunake, 4681
, New Zealand","zane johnson, 5359a South Road, Rd 31, Opunake, 4681
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
932,1654671,9429034681008,29 Jun 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1654671,1654671,,"16 Ryan Place, Manukau
, New Zealand","45wentworth Ave, Papatoetoe
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
933,3598791,9429030915299,13 Oct 2011,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3598791,3598791,,"3 Mokau Street, Ponsonby, Auckland, 1021
, New Zealand","3 Mokau Street, Ponsonby, Auckland, 1021
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
934,1216673,9429036461295,17 Jun 2002,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1216673,1216673,,"9 Nikau Street, Eastbourne
, New Zealand","9 Nikau Street, Eastbourne
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
935,2396690,9429031682152,29 Jan 2010,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2396690,2396690,,"1504 B, 363 Queen Street, Auckland 1141, 1010
, New Zealand","1504 B, 363 Queen Street, Auckland 1141, 1010
, New Zealand",Showing 1 of 1 directors,,,March,,,,,,,,,,,,
936,4116638,9429030439269,16 Nov 2012,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco4116638,4116638,,"161 Broomfields Road, Rd 1, Howick, 2571
, New Zealand","GILLIGAN ROWE & ASSOCIATES LP, 161 Broomfields Road, Rd 1, Howick, 2571
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
937,5812862,9429041991213,24 Sep 2015,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5812862,5812862,,"RSM New Zealand (Auckland), Rsm House, Level 2, 62 Highbrook Drive, East Tamaki, Auckland, 2013
, New Zealand","RSM New Zealand (Auckland), Rsm House, Level 2, 62 Highbrook Drive, East Tamaki, Auckland, 2013
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
938,61671,9429040682785,03 Jul 1961,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco61671,61671,,"61 Maunu Road, Whangarei
, New Zealand","61 Maunu Road, Whangarei
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
939,5937327,9429042269816,01 Apr 2016,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco5937327,5937327,,"McCoy & Co Limited, 149 Victoria Street, Christchurch Central, Christchurch, 8013
, New Zealand","McCoy & Co Limited, 149 Victoria Street, Christchurch Central, Christchurch, 8013
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
940,2162220,9429032611298,14 Aug 2008,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2162220,2162220,,"62 Fancourt Street, Meadowbank, Auckland
, New Zealand","62 Fancourt Street, Meadowbank, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
941,1651771,9429034690314,27 Jun 2005,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1651771,1651771,,"TVR Chartered Accountants Ltd, Lvl 1, 60-64 Upper Queen Street, Eden Terrace, Auckland, 1010
, New Zealand","24 Newland Grove, Henderson, Auckland, 0610
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
942,3103088,9429031391276,06 Sep 2010,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco3103088,3103088,,"47 Kaikoura Street, Maupuia, Wellington, 6022
, New Zealand","47 Kaikoura Street, Maupuia, Wellington, 6022
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
943,1595056,9429034986677,25 Jan 2005,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco1595056,1595056,,"30 Sir William Pickering Drive, Burnside, Christchurch, 8053
, New Zealand","30 Sir William Pickering Drive, Burnside, Christchurch, 8053
, New Zealand",Showing 2 of 3 directors,,,,,,,,,,,,,,,
944,1617771,9429034850145,30 Mar 2005,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1617771,1617771,,"3/73 Coronation Road, Papatoetoe, Auckland
, New Zealand","3/73 Coronation Road, Papatoetoe, Auckland
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
945,6834313,9429046767295,07 May 2018,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6834313,6834313,,"40 George Street, Kingsland, Auckland, 1024
, New Zealand","40 George Street, Kingsland, Auckland, 1024
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
946,1611444,9429034887950,12 Apr 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1611444,1611444,,"Stretton & Co Limited, Towngate Building, 44 Heuheu Street, Taupo
, New Zealand","Stretton & Co Limited, Towngate Building, 44 Heuheu Street, Taupo
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
947,1747788,9429034382066,13 Dec 2005,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco1747788,1747788,,"Entertainment Accounting Services Ltd, First Floor. 50 Randolph Street, Eden Terrace, Auckland, 1010
, New Zealand","Entertainment Accounting Services Ltd, First Floor. 50 Randolph Street, Eden Terrace, Auckland, 1010
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
948,167686,9429040192802,27 May 1966,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco167686,167686,,"111 Main Road, Hope, Nelson
, New Zealand","111 Main Road, Hope, Nelson
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
949,2235130,9429032283273,12 May 2009,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco2235130,2235130,,"104 Mina Road, Rd2, Cheviot, Canterbury 7382
, New Zealand","104 Mina Road, Rd2, Cheviot, Canterbury 7382
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
950,36137,9429040798127,19 Dec 1979,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco36137,36137,,"64 Sunbrae Drive, Silverstream
, New Zealand",,,,,,,,,,,,,,,,,
951,1726022,9429034438466,10 Nov 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1726022,1726022,,"First Floor, Vogue House, 9 Prince Avenue, Mount Maunganui
, New Zealand","19 Olympus Grove, Papamoa
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
952,503769,9429039120106,25 Mar 1991,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco503769,503769,,"61 Edinburgh Street, Pukekohe
, New Zealand","61 Edinburgh Street, Pukekohe
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
953,6751574,9429046639851,06 Mar 2018,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco6751574,6751574,,"40 Ruthven Road, Wainuiomata, Lower Hutt, 5014
, New Zealand","40 Ruthven Road, Wainuiomata, Lower Hutt, 5014
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
954,633239,9429038674334,25 May 1994,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco633239,633239,,"584 Sh25, Waiomu
, New Zealand","584 Sh25, Waiomu
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
955,189366,9429040106410,05 Jul 1968,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco189366,189366,,"Accounting Biz Ltd, 21 Simpkins Street, Whakatane
, New Zealand","Accounting Biz Ltd, 21 Simpkins Street, Whakatane
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
956,7302358,9429047304079,28 Feb 2019,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco7302358,7302358,,"Flat 2, 79, Sydney Street, Windsor, Invercargill, 9810
, New Zealand","Flat 2, 79, Sydney Street, Windsor, Invercargill, 9810
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
957,824695,9429038246913,03 Sep 1996,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco824695,824695,,"20 Mellons Bay Road, Howick
, New Zealand","20 Mellons Bay Road, Howick
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
958,3536334,9429030960053,02 Sep 2011,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco3536334,3536334,,"8a Halcombe Road, Feilding, 4702
, New Zealand","8a Halcombe Road, Feilding, 4702
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
959,3320449,9429031178778,16 Mar 2011,Removed,NZ Limited Company,No,No,httpsapp.companiesoffice.govt.nzco3320449,3320449,,"Sukhbir Sapra, 163a Coatesville-riverhead Highway, Rd 3, Albany, 0793
, New Zealand","Sukhbir Sapra, 163a Coatesville-riverhead Highway, Rd 3, Albany, 0793
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
960,126004,9429031955751,18 Dec 1959,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco126004,126004,,"C/o Messrs Touche Ross & Co, Chartered Accountants, 291 Madras Street, Christchurch
, New Zealand",,,,,,,,,,,,,,,,,
961,861472,9429038065903,07 Jul 1997,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco861472,861472,,"Flat 2, 4 Tawa Road, Onehunga, Auckland, 1061
, New Zealand","Flat 2, 4 Tawa Road, Onehunga, Auckland, 1061
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
962,601658,9429038803208,05 Nov 1993,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco601658,601658,,"120 Manly Street, Paraparaumu
, New Zealand","120 Manly Street, Paraparaumu
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
963,69195,9429040650340,03 Sep 1965,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco69195,69195,,"4th Floor, National Mutual Bldg, Rathbone St, Whangarei
, New Zealand","4th Floor, National Mutual Bldg, Rathbone St, Whangarei
, New Zealand",Showing 2 of 2 directors,,,March,,,,,,,,,,,,
964,1624844,9429034814628,03 May 2005,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco1624844,1624844,,"19 Carnot Street, Rotorua
, New Zealand","19 Carnot Street, Rotorua
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
965,1963713,9429033259543,04 Jul 2007,Removed,NZ Limited Company,Yes,No,httpsapp.companiesoffice.govt.nzco1963713,1963713,,"Rear Suite, Level 1, 29 Kings Crescent, Lower Hutt
, New Zealand","Rear Suite, Level 1, 29 Kings Crescent, Lower Hutt
, New Zealand",Showing 1 of 1 directors,,,,,,,,,,,,,,,
966,39775,9429040762838,03 Nov 1982,Removed,NZ Limited Company,No,Not specified,httpsapp.companiesoffice.govt.nzco39775,39775,,"14 Otaki Place, Palmerston North
, New Zealand",,,,,,,,,,,,,,,,,
967,690720,9429038435997,11 Aug 1995,Removed,NZ Limited Company,Yes,Not specified,httpsapp.companiesoffice.govt.nzco690720,690720,,"350 Bawden Road, R D 2 Albany, Auckland
, New Zealand","350 Bawden Road, R D 2 Albany, Auckland
, New Zealand",Showing 2 of 2 directors,,,,,,,,,,,,,,,
