,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Receiver:,Organisation:,Phone:,Email:,Appointed:,Vacated:,Brief description of propertyin receivership:,Reports
817,4441802,9429030228733,23 May 2013,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4441802,4441802,,"129 Onewa Road, Northcote, Auckland, 0627
, New Zealand","129 Onewa Road, Northcote, Auckland, 0627
, New Zealand",,,,,,,,,
818,5861991,9429042103127,10 Dec 2015,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5861991,5861991,,"13 Reynard Terrace, Conifer Grove, Takanini, 2112
, New Zealand","13 Reynard Terrace, Conifer Grove, Takanini, 2112
, New Zealand",,,,,,,,,
819,5986752,9429042335313,06 May 2016,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5986752,5986752,,"Giles & Associates Chartered Accountants Limited, 97 Edgecumbe Road, Tauranga, Tauranga, 3110
, New Zealand","72a Meander Drive, Welcome Bay, Tauranga, 3112
, New Zealand",,,,,,,,,
820,1577799,9429035074601,23 Nov 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1577799,1577799,,"126 Holborn Drive, Stokes Valley
, New Zealand","126 Holborn Drive, Stokes Valley
, New Zealand",,,,,,,,,
821,1879209,9429033787237,09 Nov 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1879209,1879209,,"C/-peter M Graham, 21a Main North Road, Papanui, Christchurch, 8052
, New Zealand","C/-peter M Graham, 21a Main North Road, Papanui, Christchurch, 8052
, New Zealand",,,,,,,,,
822,1531931,9429035298717,22 Jul 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1531931,1531931,,"C/-mci & Associates, 6 Gordon Street, Dannevirke
, New Zealand","C/-mr & Mrs Mj Abbott, 683 Atua Road, R D 14, Havelock North
, New Zealand",,,,,,,,,
823,1436597,9429035686095,20 Nov 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1436597,1436597,,"26 Freeburn Road, Rd 3, Pyes Pa, Tauranga
, New Zealand","26 Freeburn Road, Rd 3, Pyes Pa, Tauranga
, New Zealand",,,,,,,,,
824,1671281,9429034627822,03 Aug 2005,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1671281,1671281,,"589-591 Colombo Street, Christchurch
, New Zealand","165f Rocking Horse Road, Christchurch
, New Zealand",,,,,,,,,
825,201614,9429040014500,27 Jun 1983,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco201614,201614,,"27 Te Ngae Road, Rotorua
, New Zealand",,,,,,,,,,
826,4438901,9429030231436,14 May 2013,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco4438901,4438901,,"Flat 1, 15 Shrewsbury Street, Merivale, Christchurch, 8014
, New Zealand","Flat 1, 15 Shrewsbury Street, Merivale, Christchurch, 8014
, New Zealand",,,,,,,,,
827,1272196,9429036152117,05 Feb 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1272196,1272196,,"6 Arataua St, Ohinemotu, Rotorua
, New Zealand","6 Arataua St, Ohinemotu, Rotorua
, New Zealand",,,,,,,,,
828,1178203,9429036682928,04 Dec 2001,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1178203,1178203,,"7 Parata Pl, Glen Innes, Auckland
, New Zealand","7 Parata Pl, Glen Innes, Auckland
, New Zealand",,,,,,,,,
829,73321,9429040625836,11 Sep 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco73321,73321,,"Railway St West, Papakura
, New Zealand",,,,,,,,,,
830,127230,9429031944311,26 Feb 1963,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco127230,127230,,"Queen St, Waimate
, New Zealand",,,,,,,,,,
831,2309037,9429031993111,10 Sep 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2309037,2309037,,"2/101 Shelly Beach Road, Herne Bay, Auckland, 1011
, New Zealand","2/101 Shelly Beach Road, Herne Bay, Auckland, 1011
, New Zealand",,,,,,,,,
832,1787400,9429034240908,14 Mar 2006,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1787400,1787400,,"2 Nicholls Avenue, Petone, Lower Hutt
, New Zealand","C/-grant Thornton, Level 13, Axa Centre, 80 The Terrace, Wellington
, New Zealand",,,,,,,,,
833,31548,9429040836317,08 Oct 1975,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco31548,31548,,"275a Oxford St, Levin
, New Zealand",,,,,,,,,,
834,1125198,9429036961474,26 Mar 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1125198,1125198,,"O'conner Richmond, 15a Hokonui Drive, Gore
, New Zealand","O'connor Richmond, 15a Hokonui Drive, Gore
, New Zealand",,,,,,,,,
835,363480,9429039546418,09 Oct 1987,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco363480,363480,,"C/o Kirk & Associates, 43 Horomatangi Street, Taupo
, New Zealand","-
, New Zealand",,,,,,,,,
836,8126159,9429048652117,22 Sep 2020,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8126159,8126159,,"Dean Sutherland, 31 Fernaig Street, Papakura, Papakura, 2110
, New Zealand","Dean Sutherland, 31 Fernaig Street, Papakura, Papakura, 2110
, New Zealand",,,,,,,,,
837,3693256,9429030839281,24 Jan 2012,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3693256,3693256,,"Rollo Webb & Associates Ltd, 94 Shakespeare Street, Leamington, Cambridge, 3432
, New Zealand","Rollo Webb & Associates Ltd, 94 Shakespeare Street, Leamington, Cambridge, 3432
, New Zealand",,,,,,,,,
838,1572981,9429035099505,02 Nov 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1572981,1572981,,"89 Leinster Avenue, Raumati South, Kapiti 5032
, New Zealand","89 Leinster Avenue, Raumati South, Kapiti 5032
, New Zealand",,,,,,,,,
839,1268716,9429036171132,15 Jan 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1268716,1268716,,"6 Sabana Place, Glenfield, Auckland 1310
, New Zealand","6 Sabana Place, Glenfield, Auckland 1310
, New Zealand",,,,,,,,,
840,4068359,9429030468450,29 Nov 2012,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco4068359,4068359,,"65 Ashby Avenue, St Heliers, Auckland, 1071
, New Zealand","65 Ashby Avenue, St Heliers, Auckland, 1071
, New Zealand",,,,,,,,,
841,15458,9429040918617,05 Aug 1963,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco15458,15458,,"L4, 152 Fanshawe Street, Auckland, 1010
, New Zealand","L4, 152 Fanshawe Street, Auckland, 1010
, New Zealand",,,,,,,,,
842,979442,9429037483180,15 Sep 1999,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco979442,979442,,"22a Kurahaupo Street, Orakei, Auckland
, New Zealand","22a Kurahaupo Street, Orakei, Auckland
, New Zealand",,,,,,,,,
843,6478853,9429046392329,13 Oct 2017,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6478853,6478853,,"WILLIAMSON & CO CHARTERED ACCOUNTANTS LIMITED, 61 Edinburgh Street, Pukekohe, Pukekohe, 2120
, New Zealand","WILLIAMSON & CO CHARTERED ACCOUNTANTS LIMITED, 61 Edinburgh Street, Pukekohe, Pukekohe, 2120
, New Zealand",,,,,,,,,
844,5288041,9429041271971,09 Jun 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5288041,5288041,,"Flat 3, 56 Regent Street, Papatoetoe, Auckland, 2025
, New Zealand","Flat 3, 56 Regent Street, Papatoetoe, Auckland, 2025
, New Zealand",,,,,,,,,
845,1983527,9429033146362,13 Sep 2007,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1983527,1983527,,"Brophy Knight Limited, 144 Tancred Street, Ashburton, 7700
, New Zealand","Brophy Knight Limited, 144 Tancred Street, Ashburton, 7700
, New Zealand",,,,,,,,,
846,128537,9429031931533,05 Jul 1965,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco128537,128537,,"HC Partners LP, 39 George Street, Timaru, 7910
, New Zealand","HC Partners LP, 39 George Street, Timaru, 7910
, New Zealand",,,,,,,,,
847,188429,9429040111087,24 Feb 1967,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco188429,188429,,"138 Otonga Rd, Rotorua
, New Zealand",,,,,,,,,,
848,192389,9429040090993,19 Jun 1972,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco192389,192389,,"C/o Cameron Lake & Co, Bridge St Box 23, Tokoroa
, New Zealand",,,,,,,,,,
849,1467768,9429035623359,10 Dec 2003,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1467768,1467768,,"C/-orewa Taxation Services Ltd, 1 Florence Avenue, Orewa
, New Zealand","41 Marellen Drive, Red Beach
, New Zealand",,,,,,,,,
850,1826823,9429034067352,28 Jul 2006,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1826823,1826823,,"16 Lake Ave, Queenstown
, New Zealand","16 Lake Ave, Queenstown
, New Zealand",,,,,,,,,
851,87801,9429040534176,02 Jul 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco87801,87801,,"C/o C G Inwood, 4 Ingram Street, Papakura
, New Zealand",,,,,,,,,,
852,1512310,9429035399698,03 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1512310,1512310,,"Kendons Scott Macdonald, 119 Blenheim Road, Riccarton, Christchurch
, New Zealand","Kendons Scott Macdonald, 119 Blenheim Road, Riccarton, Christchurch
, New Zealand",,,,,,,,,
853,147240,9429040308869,02 Nov 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco147240,147240,,"Owaka
, New Zealand",,,,,,,,,,
854,3644451,9429030890916,08 Nov 2011,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco3644451,3644451,,"146 Karangahape Road, Auckland Central, Auckland, 1010
, New Zealand","146 Karangahape Road, Auckland Central, Auckland, 1010
, New Zealand",,,,,,,,,
855,2213976,9429032375732,03 Mar 2009,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2213976,2213976,,"inBalance Ltd, 35 May Street, Mount Maunganui, 3116
, New Zealand","inBalance Ltd, 35 May Street, Mount Maunganui, 3116
, New Zealand",,,,,,,,,
856,61774,9429040681740,25 Jul 1961,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco61774,61774,,"Milne Maingay Chartered Accountants, Level 2, 15b Vestey Drive, Mt Wellington, Auckland, 1640
, New Zealand","Milne Maingay Chartered Accountants, Level 2, 15b Vestey Drive, Mt Wellington, Auckland, 1640
, New Zealand",,,,,,,,,
857,1368856,9429035839132,06 Aug 2003,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1368856,1368856,,"Level 11 Sovereign House, 34-42 Manners Street, Wellington 6011
, New Zealand","Level 11 Sovereign House, 34-42 Manners Street, Wellington 6011
, New Zealand",,,,,,,,,
858,5454401,9429041406410,11 Sep 2014,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco5454401,5454401,,"C/- PwC, 10 Waterloo Quay, Pipitea, Wellington, 6011
, New Zealand","C/- PwC, 10 Waterloo Quay, Pipitea, Wellington, 6011
, New Zealand",,,,,,,,,
859,1139956,9429036891443,24 May 2001,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1139956,1139956,,"32 Byblos Place, The Gardens, Manurewa, Auckland
, New Zealand","32 Byblos Place, The Gardens, Manurewa, Auckland
, New Zealand",,,,,,,,,
860,119780,9429032008753,16 Sep 1975,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco119780,119780,,"C/-wallace Diack Ca Limited, Level 2, Youell House, 1 Hutcheson Street, Blenheim
, New Zealand","C/-wallace Diack Ca Limited, Level 2, Youell House, 1 Hutcheson Street, Blenheim
, New Zealand",,,,,,,,,
861,1480105,9429035556053,03 Feb 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1480105,1480105,,"JW Smeaton Ltd, 7 Bond Street, 6th Floor Consultancy House, Dunedin, 9016
, New Zealand","29 Forest Street, Tapanui, Tapanui, 9522
, New Zealand",,,,,,,,,
862,63985,9429040673332,21 Nov 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco63985,63985,,"77 Sylvia Rd, Northcote
, New Zealand",,,,,,,,,,
863,1253509,9429036256631,07 Nov 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1253509,1253509,,"81 Remuera Road, Newmarket, Auckland
, New Zealand","81 Remuera Road, Newmarket, Auckland
, New Zealand",,,,,,,,,
864,2103138,9429032872262,27 Mar 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2103138,2103138,,"Robertson Bixley Ltd, 33 Coles Crescent, Papakura 2110
, New Zealand","Robertson Bixley Ltd, 33 Coles Crescent, Papakura 2110
, New Zealand",,,,,,,,,
865,1001850,9429037431372,17 Nov 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1001850,1001850,,"233 Adelaide Rd, Newtown, Wellington
, New Zealand","233 Adelaide Rd, Newtown, Wellington
, New Zealand",,,,,,,,,
866,1498870,9429031775984,10 May 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1498870,1498870,,"Cockcroft & Co Ltd, 44 Wellesley Street, Auckland 1141
, New Zealand","C/-cockcroft & Co Ltd, 44 Wellesley Street, Auckland 1141
, New Zealand",,,,,,,,,
867,180595,9429040137773,12 Aug 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco180595,180595,,"Newry Lodge, 35 Carlton Street, Rotorua
, New Zealand",,,,,,,,,,
868,1299302,9429036000623,09 May 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1299302,1299302,,"C/-hetherington Johnston Limited, Level 3, 1 Market Grove, Lower Hutt
, New Zealand","C/-hetherington Johnston Limited, Level 3, 1 Market Grove, Lower Hutt
, New Zealand",,,,,,,,,
869,1858395,9429033910093,24 Aug 2006,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1858395,1858395,,"Osborne Group, 3 Waltons Avenue, Kuripuni, Masterton, 5810
, New Zealand","Osborne Group, 3 Waltons Avenue, Kuripuni, Masterton, 5810
, New Zealand",,,,,,,,,
870,908372,9429037844493,18 May 1998,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco908372,908372,,"6 Margaret Place, Omokoroa, Tauranga
, New Zealand","6 Margaret Place, Omokoroa, Tauranga
, New Zealand",,,,,,,,,
871,1000328,9429037441029,09 Nov 1999,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1000328,1000328,,"1090 Great North Road, Point Chevalier, Auckland
, New Zealand","1090 Great North Road, Point Chevalier, Auckland
, New Zealand",,,,,,,,,
872,152702,9429040276168,25 Jan 1974,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco152702,152702,,"79 Childers Rd, Gisborne
, New Zealand",,,,,,,,,,
873,70001,9429040642666,18 Feb 1966,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco70001,70001,,"260 New Windsor Rd, Avondale
, New Zealand",,,,,,,,,,
874,119831,9429032008630,14 Jun 1976,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco119831,119831,,"C/ Goldsmith Fox, 131a Armagh Street, Christchurch
, New Zealand",,,,,,,,,,
875,1361021,9429035851943,30 Jul 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1361021,1361021,,"C/Cleaver Richards Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand","C/Cleaver Richards Limited, Level 1, 26 Crummer Road, Grey Lynn, Auckland, 1021
, New Zealand",,,,,,,,,
876,2400017,9429031673860,05 Feb 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2400017,2400017,,"3 Remuera Road, Remuera, Auckland, 1050
, New Zealand","3 Remuera Road, Remuera, Auckland, 1050
, New Zealand",,,,,,,,,
877,649174,9429038602894,12 Jun 1995,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco649174,649174,,"42a Caius Ave, Wanganui
, New Zealand","Same As Above
, New Zealand",,,,,,,,,
878,2161817,9429032613599,15 Aug 2008,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2161817,2161817,,"Clarke Craw Limited, 2 Clark Street, Dunedin
, New Zealand","Clarke Craw Limited, 2 Clark Street, Dunedin
, New Zealand",,,,,,,,,
879,956118,9429037604097,17 May 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco956118,956118,,"C/- Total Tax (2000) Limited, Level 3, Crombie Lockwood House, 148 Cuba Street, Wellington
, New Zealand","C/- Total Tax (2000) Limited, Level 3, Crombie Lockwood House, 148 Cuba Street, Wellington
, New Zealand",,,,,,,,,
880,1521992,9429035350453,11 Jun 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1521992,1521992,,"12 Norwich Place, Bethlehem, Tauranga 3110
, New Zealand","12 Norwich Place, Bethlehem, Tauranga 3110
, New Zealand",,,,,,,,,
881,7835,9429040954349,06 Oct 1952,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco7835,7835,,"C/o Kirk Barclay, 3rd Floor Cmc Bld, 89 Courtenay Place, Wellington
, New Zealand",,,,,,,,,,
882,1026857,9429037301200,31 Mar 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1026857,1026857,,"Ramesh Kumar, 48 Orchard Road, Ngatea
, New Zealand","Ramesh Kumar, 48 Orchard Road, Ngatea
, New Zealand",,,,,,,,,
883,2216177,9429032362848,04 Mar 2009,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2216177,2216177,,"25 Alanbrooke Crescent, Avondale
, New Zealand","25 Alanbrooke Crescent, Avondale
, New Zealand",,,,,,,,,
884,1008875,9429037397586,01 Mar 2000,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1008875,1008875,,"Nexia Christchurch Limited, Level 4, 123 Victoria Street, Christchurch Central, Christchurch, 8013
, New Zealand","Nexia Christchurch Limited, Level 4, 123 Victoria Street, Christchurch Central, Christchurch, 8013
, New Zealand",,,,,,,,,
885,1796952,9429034198230,30 Mar 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1796952,1796952,,"22 Bridge Road, Upper Hutt
, New Zealand","22 Bridge Road, Upper Hutt
, New Zealand",,,,,,,,,
886,1243573,9429036307708,27 Sep 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1243573,1243573,,"24/120 Beach Haven Road, Beach Haven, Auckland, Nz
, New Zealand","24/120 Beach Haven Road, Beach Haven, Auckland, Nz
, New Zealand",,,,,,,,,
887,8235012,9429049839838,15 Sep 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8235012,8235012,,"Dylan Fennessy, 4 Camith Close, Flat Bush, Auckland, 2016
, New Zealand","Dylan Fennessy, 4 Camith Close, Flat Bush, Auckland, 2016
, New Zealand",,,,,,,,,
