,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Directors,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,FRA Reporting Month:,Country of Origin:,address.Principal place of business in NZ,address.Address of person authorised to accept service in NZ,Receiver:,Organisation:,Phone:,Email:,Appointed:,Brief description of propertyin receivership:,Reports,Appointed By:
970,77061,9429040604671,17 Jul 1969,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco77061,77061,,"Level 2, 90 Symonds St, Auckland 1
, New Zealand",,,,,,,,,,,,,
971,814530,9429038293122,15 Jul 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco814530,814530,,"J B Lloyd, 155 Maunganui Road, Mount Maunganui
, New Zealand","J B Lloyd, 155 Maunganui Road, Mount Maunganui
, New Zealand",,,,,,,,,,,,
972,123910,9429031977418,23 Mar 1953,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco123910,123910,,"Co P G & P J Woodnorth, Beswick St, Timaru
, New Zealand",,,,,,,,,,,,,
973,8579708,9429051070427,25 Jan 2023,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco8579708,8579708,,"145 Flat Bush School Road, Flat Bush, Auckland, 2019
, New Zealand","145 Flat Bush School Road, Flat Bush, Auckland, 2019
, New Zealand",,,,,,,,,,,,
974,820043,9429038268199,26 Aug 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco820043,820043,,"Nassibelle Lodge, R D 5, Weedons Ross Road, West Melton, Christchurch
, New Zealand","Nassibelle Lodge, R D 5, Weedons Ross Road, West Melton, Christchurch
, New Zealand",,,,,,,,,,,,
975,1617431,9429034852002,30 Mar 2005,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1617431,1617431,,"344 Great South Road, Hunters Corner, Auckland, 2155
, New Zealand","344 Great South Road, Hunters Corner, Auckland, 2155
, New Zealand",,,,,,,,,,,,
976,180131,9429040137964,04 Apr 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco180131,180131,,"83 Macfarlane St, Hamilton East
, New Zealand",,,,,,,,,,,,,
977,925010,9429037763657,10 Sep 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco925010,925010,,"C/o Hislop Wilson Iles, The Carlton, Centre, 100 Carlton Gore Rd, Newmarket, Auckland
, New Zealand","C/o Hislop Wilson Iles, The Carlton, Centre, 100 Carlton Gore Rd, Newmarket, Auckland
, New Zealand",,,,,,,,,,,,
978,10284,9429040943343,10 Dec 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco10284,10284,,"C/o Chapman Ross & Co, Chapman House, Main St, Upper Hutt Box 40-032
, New Zealand",,,,,,,,,,,,,
979,83903,9429040561042,19 Apr 1972,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco83903,83903,,"3rd Floor, First Corp Building, 89-109 Mayoral Drive, Auckland
, New Zealand",,,,,,,,,,,,,
980,138440,9429040368900,13 Jul 1977,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco138440,138440,,"52 Orrick Cres, Christchurch
, New Zealand",,,,,,,,,,,,,
981,28199,9429040856810,17 Aug 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco28199,28199,,"Hogg Young Cathie & Co, 2nd Floor N Z I Bldg, Alexander St, Hamilton
, New Zealand",,,,,,,,,,,,,
982,3511,9429040967769,14 Dec 1937,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco3511,3511,,"34 St Michaels Crescent, Kelburn, Wellington 5
, New Zealand",,,,,,,,,,,,,
983,643068,9429038629068,22 Mar 1995,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco643068,643068,,"Markhams Mri Christchurch Limited, Level Five, 144 Kilmore Street, Christchurch
, New Zealand","Markhams Mri Christchurch Limited, Level Five, 144 Kilmore Street, Christchurch
, New Zealand",,,,,,,,,,,,
984,909493,9429037839833,25 May 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco909493,909493,,"Winstanley Kerridge Chartered Accountants Ltd, 22 Scott Street, Blenheim, 7201
, New Zealand","Winstanley Kerridge Chartered Accountants Ltd, 22 Scott Street, Blenheim, 7201
, New Zealand",,,,,,,,,,,,
985,1476894,9429035574873,28 Jan 2004,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1476894,1476894,,"Unit 5 ,13 Laidlaw Way, Botany South, Manukau
, New Zealand","Unit 5 ,13 Laidlaw Way, Botany South, Manukau
, New Zealand",,,,,,,,,,,,
986,395641,9429039445124,12 Aug 1988,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco395641,395641,,"Level 1, Market Precinct, Westgate Centre, Westgate Drive, Waitakere City
, New Zealand","Lev 1 Market Precinct Westgate Centre, Westgate Drive, Waitakere City
, New Zealand",,,,,,,,,,,,
987,1577019,9429035078760,30 Nov 2004,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1577019,1577019,,"Quay Accountants Limited, 106 Commerce Street, Whakatane
, New Zealand","Quay Accountants Limited, 106 Commerce Street, Whakatane
, New Zealand",,,,,,,,,,,,
988,822576,9429038255236,18 Sep 1996,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco822576,822576,,"438 Kaipara Coast, R D 1, Kaukapakapa
, New Zealand","438 Kaipara Coast, R D 1, Kaukapakapa
, New Zealand",,,,,,,,,,,,
989,5691530,9429041746547,11 May 2015,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco5691530,5691530,,"Sabina Koparde, 11b Impala Place, Hillsborough, Auckland, 1061
, New Zealand","Sabina Koparde, 11b Impala Place, Hillsborough, Auckland, 1061
, New Zealand",,,,,,,,,,,,
990,641763,9429038633928,12 Apr 1995,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco641763,641763,,"159 Gill St, New Plymouth
, New Zealand","159 Gill St, New Plymouth
, New Zealand",,,,,,,,,,,,
991,1266792,9429036183340,30 Jan 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1266792,1266792,,"Level 1, 59-61 Marsden Street, Lower Hutt, 5010
, New Zealand","Level 1, 59-61 Marsden Street, Lower Hutt, 5010
, New Zealand",,,,,,,,,,,,
992,965367,9429037554545,15 Jun 1999,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco965367,965367,,"Clark Craw Limited, 2 Clark Street, Dunedin
, New Zealand","Clark Craw Limited, 2 Clark Street, Dunedin
, New Zealand",,,,,,,,,,,,
993,558761,9429038941801,15 Sep 1992,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco558761,558761,,"5 Hope Street, Masterton, Masterton, 5810
, New Zealand","5 Hope Street, Masterton, Masterton, 5810
, New Zealand",,,,,,,,,,,,
994,527531,9429039044020,31 Oct 1991,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 4 directors,httpsapp.companiesoffice.govt.nzco527531,527531,,"Bdo Spicers, Level 8, 120 Albert St, Auckland
, New Zealand","15 Polaris Place, East Tamaki, Auckland
, New Zealand",,,,,,,,,,,,
995,830293,9429038220104,30 Oct 1996,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco830293,830293,,"C/- Official Assignee, 5th Floor, Cardinal House, Cnr Gloucester Str &, Oxford Tce, Christchurch
, New Zealand","C/- Official Assignee, 5th Floor, Cardinal House, Corner Gloucester St, & Oxford Tce, Christchurch
, New Zealand",,,,,,,,,,,,
996,1566459,9429035132295,11 Oct 2004,Removed,NZ Limited Company,Yes,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1566459,1566459,,"409a Burnett Street, Mahora, Hastings, 4120
, New Zealand","409a Burnett Street, Mahora, Hastings, 4120
, New Zealand",,,,,,,,,,,,
997,56595,9429040702759,25 Mar 1958,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco56595,56595,,"C/o M/s Cracknell Toplis & Fletcher, Clifford St, Kaikohe
, New Zealand",,,,,,,,,,,,,
998,72129,9429040632360,03 Feb 1967,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco72129,72129,,"7 Conifer Grove, Kamo, Kamo, 0112
, New Zealand","7 Conifer Grove, Kamo, Kamo, 0112
, New Zealand",,,,,,,,,,,,
999,2108080,9429032855487,12 Mar 2008,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco2108080,2108080,,"60b Cloverlea Road, Palmerston North
, New Zealand","60b Cloverlea Road, Palmerston North
, New Zealand",,,,,,,,,,,,
1000,937804,9429037700683,07 Dec 1998,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco937804,937804,,"Te Hopai Home and Hospital (Room 204), 51 Hospital Road, Newtown, Wellington, 6021
, New Zealand","Te Hopai Home and Hospital (Room 204), 51 Hospital Road, Newtown, Wellington, 6021
, New Zealand",,,,,,,,,,,,
1001,682930,9429038461156,20 Jun 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco682930,682930,,"652 Geat South Road, Manukau City, Auckland
, New Zealand","652 Great South Road, Manukau City, Auckland
, New Zealand",,,,,,,,,,,,
1002,1230217,9429036384020,12 Aug 2002,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1230217,1230217,,"Giles & Liew Chartered Accountants, 160 Mill Road, Manukau Heights, Papatoetoe
, New Zealand","Giles & Liew Chartered Accountants, 160 Mill Road, Manukau Heights, Papatoetoe South
, New Zealand",,,,,,,,,,,,
1003,6768413,9429046664846,21 Mar 2018,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6768413,6768413,,"151 Butchers Road, Kaiapoi, 7692
, New Zealand","151 Butchers Road, Kaiapoi, 7692
, New Zealand",,,,,,,,,,,,
1004,1030115,9429037285593,26 May 2000,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1030115,1030115,,"C/- Jones Stuart & Burley, Level 6 Harrington House, Harington Street, Tauranga
, New Zealand","C/- Jones Stuart & Burley, Level 6 Harrington House, Harington Street, Tauranga
, New Zealand",,,,,,,,,,,,
1005,110125,9429032152876,08 Dec 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco110125,110125,,"547 Beach Rd, Rothesay Bay, Auckland
, New Zealand",,,,,,,,,,,,,
1006,461952,9429039242433,02 Mar 1990,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco461952,461952,,"68 Songer Street, Stoke, Nelson
, New Zealand","68 Songer Street, Stoke, Nelson
, New Zealand",,,,,,,,,,,,
1007,6043608,9429042446002,05 Jul 2016,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco6043608,6043608,,"19 Hawaiian Parade, Arkles Bay, Whangaparaoa, 0932
, New Zealand","19 Hawaiian Parade, Arkles Bay, Whangaparaoa, 0932
, New Zealand",,,,,,,,,,,,
1008,428273,9429039342263,17 May 1989,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco428273,428273,,"Waters & Pauling, Ground Floor, 611 Great South Road, Manukau City, Auckland, 2104
, New Zealand","Waters & Pauling, Ground Floor, 611 Great South Road, Manukau City, Auckland, 2104
, New Zealand",,,,,,,,,,,,
1009,390822,9429039459350,12 May 1988,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco390822,390822,,"171 Helston Road, Paparangi, Johnsonville, Wellington
, New Zealand","171 Helston Road, Paparangi, Johnsonville, Wellington
, New Zealand",,,,,,,,,,,,
1010,68417,9429040652962,03 May 1965,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco68417,68417,,"1 Werrima Cres, Rotorua
, New Zealand",,,,,,,,,,,,,
1011,122477,9429031989022,17 Oct 1946,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco122477,122477,,"17 Stevens Street, Christchurch
, New Zealand",,,,,,,,,,,,,
1012,570444,9429038903229,11 Jan 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco570444,570444,,"1 Fordham Street, Birkdale, Auckland
, New Zealand",,,,,,,,,,,,,
1013,3103765,9429031390736,07 Sep 2010,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco3103765,3103765,,"22 The Crowsnest, Whitby, Porirua, 5024
, New Zealand","22 The Crowsnest, Whitby, Porirua, 5024
, New Zealand",,,,,,,,,,,,
1014,632886,9429038676437,24 Nov 1993,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco632886,632886,,"C/- Berry & Co Solicitors, Chester Suite, Cnr Camp & Shotover Streets, Queenstown
, New Zealand","C/- Berry & Co, Chester Suite, Cnr Camp & Shotover Streets, Queenstown
, New Zealand",,,,,,,,,,,,
1015,1511733,9429035403166,07 May 2004,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1511733,1511733,,"Pat Callinan Accounting Limited, Flat 1, 22 Picton Street, Howick, Auckland, 2014
, New Zealand","Pat Callinan Accounting Limited, Flat 1, 22 Picton Street, Howick, Auckland, 2014
, New Zealand",,,,,,,,,,,,
1016,86463,9429040544458,02 Mar 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco86463,86463,,"145 Target Rd, Glenfield, Auckland 10
, New Zealand",,,,,,,,,,,,,
1017,1110120,9429037037734,08 Jan 2001,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1110120,1110120,,"Busing Russell + Co Ltd, 369 Devon Street East, New Plymouth
, New Zealand","Busing Russell + Co Ltd, 369 Devon Street East, New Plymouth
, New Zealand",,,,,,,,,,,,
1018,911541,9429037830069,04 Jun 1998,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco911541,911541,,"2-35 Blockhouse Bay Road, Avondale, Auckland
, New Zealand","2-35 Blockhouse Bay Road, Avondale, Auckland
, New Zealand",,,,,,,,,,,,
1019,675732,9429038484179,12 Apr 1995,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco675732,675732,,"Official Assignee, 2nd Floor, Asb Building, 500 Victoria Street, Hamilton
, New Zealand","Tom Rodewald & Associates, Cnr Jocelyn & Queen Streets, Te Puke
, New Zealand",,,,,,,,,,,,
1020,302353,9429039742896,04 Jun 1986,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco302353,302353,,"Government Life House, Edsel St, Henderson
, New Zealand",,,,,,,,,,,,,
1021,9866,9429040943350,01 Jun 1956,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco9866,9866,,"89a Churton Drive, Wellington 4
, New Zealand",,,,,,,,,,,,,
1022,626950,9429038699221,29 Aug 1994,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco626950,626950,,"C/- Jock Stuart, Chartered Accountant, 66 Paora Hapi Street, Taupo
, New Zealand","C/- Jock Stuart, Chartered Accountant, 66 Paorahape Street, Taupo
, New Zealand",,,,,,,,,,,,
1023,37920,9429040780993,01 Jul 1981,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco37920,37920,,"Official Assignees Office, 26-28 Bower Street, Napier
, New Zealand",,,,,,,,,,,,,
1024,1793261,9429034219683,24 Mar 2006,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1793261,1793261,,"Beesonhouse, 93 Church Street, Onehunga, Auckland
, New Zealand","Beeson House, 93 Church Street, Onehunga, Auckland
, New Zealand",,,,,,,,,,,,
1025,6273512,9429046098382,28 Apr 2017,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco6273512,6273512,,"Mcculloch + Partners, Chartered Accountants, Level 1, 20 Don Street, Invercargill, 9810
, New Zealand","Mcculloch + Partners, Chartered Accountants, Level 1, 20 Don Street, Invercargill, 9810
, New Zealand",,,,,,,,,,,,
1026,1435999,9429035686217,06 Nov 2003,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1435999,1435999,,"Howard Padman-chartered Accountants Ltd., 18 Napier Road, Havelock North
, New Zealand","Howard Padman-chartered Accountants Ltd., 18 Napier Road, Havelock North
, New Zealand",,,,,,,,,,,,
1027,1204060,9429036533527,12 Apr 2002,Removed,NZ Limited Company,Yes,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1204060,1204060,,"Level 2, 194 Gloucester Street, Christchurch
, New Zealand","Level 2, 194 Gloucester Street, Christchurch
, New Zealand",,,,,,,,,,,,
1028,2181472,9429032520668,16 Oct 2008,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco2181472,2181472,,"28 Whiteacres Drive, Pakuranga, Auckland, 2010
, New Zealand","28 Whiteacres Drive, Pakuranga
, New Zealand",,,,,,,,,,,,
1029,1287587,9429036058402,03 Apr 2003,Removed,NZ Limited Company,No,Not specified,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco1287587,1287587,,"71 Pararonui Road, Tokoroa
, New Zealand","71 Paraonui Road, Tokoroa
, New Zealand",,,,,,,,,,,,
1030,110665,9429032144062,04 Mar 1981,Removed,NZ Limited Company,Yes,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco110665,110665,,"Walker Wayland Auckland Limited, Level 7, 53 Fort Street, Auckland
, New Zealand","Walker Wayland Auckland Limited, Level 7, 53 Fort Street, Auckland
, New Zealand",,,,,,,,,,,,
1031,109065,9429032163339,04 Aug 1980,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco109065,109065,,"C/o Reeder Smith & Co, 10th Flr Asb Bldg, Cnr Queen & Wellesley Sts, Auckland
, New Zealand",,,,,,,,,,,,,
1032,145408,9429040314723,29 Mar 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco145408,145408,,"C/- Ernst & Young, 229 Moray Place, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,
1033,74675,9429040619897,07 Jun 1968,Removed,NZ Limited Company,No,Not specified,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco74675,74675,,"C/- Hanaray Donaldson, 1088 Victoria Street, Hamilton
, New Zealand","C/- Hanaray Donaldson, Chartered Accountants, 1088 Victoria Street, Hamilton
, New Zealand",,,,,,,,,,,,
1034,88185,9429040534350,03 Aug 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco88185,88185,,"381 Maungatapu Rd, Tauranga
, New Zealand",,,,,,,,,,,,,
1035,145492,9429040315997,18 Jul 1957,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco145492,145492,,"56 York Place, Dunedin
, New Zealand","-
, New Zealand",,,,,,,,,,,,
1036,63718,9429040674728,03 Oct 1962,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco63718,63718,,"6 Henslowe Pce, Auckland 6
, New Zealand",,,,,,,,,,,,,
1037,134264,9429031867351,13 Mar 1973,Removed,NZ Limited Company,No,Not specified,,httpsapp.companiesoffice.govt.nzco134264,134264,,"C/o Bdo Hogg Young Cathie, Cnr Worcester St & Oxford Tce, Christchurch
, New Zealand",,,,,,,,,,,,,
1038,8262757,9429050083763,17 Nov 2021,Removed,NZ Limited Company,No,No,Showing 1 of 1 directors,httpsapp.companiesoffice.govt.nzco8262757,8262757,,"7 Marne Grove, Waitangirua, Porirua, 5024
, New Zealand","7 Marne Grove, Waitangirua, Porirua, 5024
, New Zealand",,,,,,,,,,,,
1039,1288907,9429036049219,31 Mar 2003,Removed,NZ Limited Company,Yes,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1288907,1288907,,"Level 2, The Public Trust Building, 442 Moray Place, Dunedin 9016
, New Zealand","Level 2, The Public Trust Building, 442 Moray Place, Dunedin 9016
, New Zealand",,,,,,,,,,,,
1040,362902,9429039547033,29 Sep 1987,Removed,NZ Limited Company,Yes,Not specified,,httpsapp.companiesoffice.govt.nzco362902,362902,,"C/- Ferrier Hodgson & Co, Level 16, Tower Centre, 45 Queen Street, Auckland
, New Zealand","C/- Ferrier Hodgson & Co, Level 16, Tower Centre, 45 Queen Street, Auckland
, New Zealand",,,,,,,,,,,,
1041,1508579,9429035419723,06 May 2004,Removed,NZ Limited Company,No,No,Showing 2 of 2 directors,httpsapp.companiesoffice.govt.nzco1508579,1508579,,"19 Manu Grove, Waikanae, 5036
, New Zealand","19 Manu Grove, Waikanae, 5036
, New Zealand",,,,,,,,,,,,
